Hours,Scenarios,WindCF
6,66,0.065817044
6,67,0.285004192
6,68,0.114989775
6,69,0.395370084
6,70,0.047584504
6,71,0.277448847
6,72,0.219444999
6,73,0.972393581
6,74,0.263974108
6,75,0.711624872
6,76,0
6,77,0.28520522
6,78,0.059750055
6,79,0.486479476
6,80,1
6,81,0.172934265
6,82,0.043365273
6,83,0.964450829
6,84,0.419364542
6,85,0.086239362
6,86,0
6,87,0.317888765
6,88,1
6,89,1
6,90,0.059802651
7,1,0.565540833
7,2,0.228737291
7,3,0.394044767
7,4,0.425830158
7,5,0
7,6,0.250192677
7,7,0.251531219
7,8,0.058283274
7,9,0.428962154
7,10,0.530676368
7,11,0.333453533
7,12,1
7,13,1
7,14,0.149892259
7,15,0.196538142
7,16,0.607798789
7,17,0.068051901
7,18,1
7,19,0.056046799
7,20,1
7,21,0.085156875
7,22,0.169794422
7,23,0
7,24,0.221778559
7,25,0.086852734
7,26,1
7,27,0.248830255
7,28,0.07390232
7,29,1
7,30,0.480958023
7,31,0.963391281
7,32,0.136886844
7,33,0
7,34,0.084134021
7,35,0.177158052
7,36,0
7,37,0
7,38,0.254812497
7,39,0.455156524
7,40,0
7,41,0
7,42,0.062908297
7,43,0.025486536
7,44,0
7,45,0.062587514
7,46,0.045784225
7,47,0.017546915
7,48,0.014472813
7,49,0.156289169
7,50,0.177054106
7,51,0.010161478
7,52,0
7,53,0.266389735
7,54,0.081010917
7,55,0.037409453
7,56,0.120516254
7,57,0.104962299
7,58,0.096293938
7,59,0.058432306
7,60,0.513251345
7,61,0.013624123
7,62,0.09278456
7,63,0.070776296
7,64,0
7,65,0.070996288
7,66,0.060800956
7,67,0.228079405
7,68,0.133334046
7,69,0.372067488
7,70,0.006341179
7,71,0.278834312
7,72,0.195260994
7,73,0.978034861
7,74,0.420690048
7,75,0.770603299
7,76,0
7,77,0.212415675
7,78,0.061964704
7,79,0.507885966
7,80,1
7,81,0.157190278
7,82,0.033791031
7,83,0.947066604
7,84,0.499674837
7,85,0.163953988
7,86,0
7,87,0.357596052
7,88,1
7,89,1
7,90,0.130721628
8,1,0.711595308
8,2,0.217839744
8,3,0.422520133
8,4,0.374734679
8,5,0.024625146
8,6,0.42803905
8,7,0.258467732
8,8,0.044808804
8,9,0.553979468
8,10,0.532438943
8,11,0.363737895
8,12,0.955979156
8,13,1
8,14,0.145417181
8,15,0.167132736
8,16,0.442131364
8,17,0.097109561
8,18,1
8,19,0.003104975
8,20,0.984990276
8,21,0.057207854
8,22,0.098944806
8,23,0
8,24,0.060180394
8,25,0.045048257
8,26,1
8,27,0.195611715
8,28,0.090930435
8,29,1
8,30,0.300490162
8,31,0.674262059
8,32,0.076147083
8,33,0
8,34,0.018031429
8,35,0.141974558
8,36,0
8,37,0
8,38,0.068212803
8,39,0.341945138
8,40,0
8,41,0
8,42,0.033349028
8,43,0
8,44,0
8,45,0.034647629
8,46,0.0135312
8,47,0
8,48,0
8,49,0.098971408
8,50,0.02793735
8,51,0
8,52,0
8,53,0.264623477
8,54,0.053923916
8,55,0
8,56,0.070200166
8,57,0.147925274
8,58,0.040714034
8,59,0.047542741
8,60,0.385382676
8,61,0.010149385
8,62,0.025148994
8,63,0.016529574
8,64,0
8,65,0.063997345
8,66,0.051816788
8,67,0.125994868
8,68,0.153972519
8,69,0.447611646
8,70,0.031117583
8,71,0.230383603
8,72,0.164705302
8,73,0.735862147
8,74,0.657707
8,75,0.815009563
8,76,0
8,77,0.183364862
8,78,0.061242295
8,79,0.515022447
8,80,1
8,81,0.141215458
8,82,0.019028942
8,83,0.874224744
8,84,0.486822744
8,85,0.212568694
8,86,0
8,87,0.348620762
8,88,1
8,89,1
8,90,0.130864922
9,1,0.478114986
9,2,0.162404294
9,3,0.359542594
9,4,0.29275864
9,5,0.084642918
9,6,0.621927346
9,7,0.252842858
9,8,0.016059203
9,9,0.818850669
9,10,0.410344296
9,11,0.232364498
9,12,0.915718244
9,13,1
9,14,0.072867543
9,15,0.050649276
9,16,0.496349722
9,17,0.098173838
9,18,1
9,19,0
9,20,0.862019417
9,21,0.044870987
9,22,0.051561352
9,23,0
9,24,0.031593971
9,25,0
9,26,0.915362252
9,27,0.16366076
9,28,0.094268609
9,29,0.871564612
9,30,0.258091757
9,31,0.480035781
9,32,0.08461087
9,33,0.032793961
9,34,0
9,35,0.123307531
9,36,0
9,37,0
9,38,0.106021091
9,39,0.355454084
9,40,0
9,41,0
9,42,0.061027804
9,43,0
9,44,0.019203171
9,45,0
9,46,0
9,47,0
9,48,0
9,49,0.106792454
9,50,0
9,51,0
9,52,0
9,53,0.130467382
9,54,0.065320381
9,55,0
9,56,0
9,57,0.079408726
9,58,0
9,59,0.084429683
9,60,0.208415391
9,61,0
9,62,0
9,63,0.009445856
9,64,0
9,65,0.014079157
9,66,0
9,67,0.041605734
9,68,0.098595485
9,69,0.575039006
9,70,0.06579399
9,71,0.137799976
9,72,0.243304668
9,73,0.734128353
9,74,0.711326101
9,75,0.603050325
9,76,0
9,77,0.078200827
9,78,0.058143621
9,79,0.458128067
9,80,1
9,81,0.108445661
9,82,0.006209951
9,83,1
9,84,0.608638808
9,85,0.267865237
9,86,0
9,87,0.319731877
9,88,1
9,89,1
9,90,0.119346421
10,1,0.344299262
10,2,0.132314507
10,3,0.370765409
10,4,0.164856556
10,5,0.089523315
10,6,0.422928632
10,7,0.266953604
10,8,0
10,9,0.903831431
10,10,0.34357244
10,11,0.120450576
10,12,0.864043002
10,13,1
10,14,0.020804397
10,15,0
10,16,0.603489419
10,17,0.098369884
10,18,0.88886201
10,19,0
10,20,0.677444207
10,21,0.041252858
10,22,0.046908574
10,23,0
10,24,0.050024877
10,25,0
10,26,0.634947561
10,27,0.155661123
10,28,0.119994646
10,29,0.709038917
10,30,0.242214681
10,31,0.415854251
10,32,0.14278082
10,33,0.05573393
10,34,0
10,35,0.095011143
10,36,0
10,37,0
10,38,0.141766137
10,39,0.351600638
10,40,0
10,41,0
10,42,0.065579938
10,43,0
10,44,0.037688285
10,45,0
10,46,0.043470596
10,47,0.048418611
10,48,0
10,49,0.155626694
10,50,0
10,51,0.020041808
10,52,0
10,53,0.08225213
10,54,0.075582658
10,55,0
10,56,0
10,57,0.06119954
10,58,0
10,59,0.058929805
10,60,0.202790549
10,61,0
10,62,0
10,63,0.018870956
10,64,0
10,65,0
10,66,0
10,67,0
10,68,0.070712653
10,69,0.379828702
10,70,0.038179127
10,71,0.028272708
10,72,0.136245331
10,73,0.621118684
10,74,0.504659739
10,75,0.42822207
10,76,0
10,77,0
10,78,0.006265915
10,79,0.346241984
10,80,1
10,81,0.140972599
10,82,0
10,83,0.950563298
10,84,0.537575517
10,85,0.176960323
10,86,0
10,87,0.251154864
10,88,1
10,89,0.999667111
10,90,0.106023855
11,1,0.50242666
11,2,0.121197619
11,3,0.425501663
11,4,0.118695108
11,5,0.060486859
11,6,0.428435475
11,7,0.343319164
11,8,0
11,9,0.81734362
11,10,0.305034681
11,11,0.153996953
11,12,0.907945554
11,13,0.988055084
11,14,0
11,15,0.024749025
11,16,0.641724276
11,17,0.103781136
11,18,0.678953252
11,19,0
11,20,0.524159019
11,21,0.019597634
11,22,0.054545414
11,23,0
11,24,0.071277208
11,25,0
11,26,0.789196734
11,27,0.167990405
11,28,0.125912669
11,29,0.479720244
11,30,0.428127092
11,31,0.388068326
11,32,0.203356564
11,33,0.069366724
11,34,0
11,35,0.074079575
11,36,0
11,37,0
11,38,0.165666663
11,39,0.367113835
11,40,0
11,41,0
11,42,0.102663608
11,43,0
11,44,0.074462985
11,45,0
11,46,0.072116991
11,47,0.081247835
11,48,0
11,49,0.183343206
11,50,0
11,51,0.006322251
11,52,0
11,53,0.075365401
11,54,0.117441851
11,55,0
11,56,0
11,57,0.077525806
11,58,0
11,59,0.082837908
11,60,0.191864278
11,61,0
11,62,0
11,63,0.016571103
11,64,0.03057176
11,65,0
11,66,0
11,67,0.015959863
11,68,0.070633615
11,69,0.507673216
11,70,0.04809447
11,71,0
11,72,0.063158325
11,73,0.862450889
11,74,0.524383851
11,75,0.272488853
11,76,0
11,77,0
11,78,0
11,79,0.278238231
11,80,0.879454667
11,81,0.180617363
11,82,0
11,83,0.595430508
11,84,0.37257762
11,85,0.10129395
11,86,0
11,87,0.181056189
11,88,1
11,89,0.958557215
11,90,0.093312685
12,1,0.453696417
12,2,0.114744758
12,3,0.38002358
12,4,0.136059635
12,5,0.045427996
12,6,0.521115783
12,7,0.220823221
12,8,0
12,9,0.635137037
12,10,0.254218505
12,11,0.251518541
12,12,0.999833444
12,13,0.828222049
12,14,0
12,15,0.045540583
12,16,0.665756514
12,17,0.115331362
12,18,0.751352682
12,19,0
12,20,0.40797133
12,21,0
12,22,0.067417648
12,23,0
12,24,0.072665651
12,25,0
12,26,0.745592429
12,27,0.179964201
12,28,0.136280822
12,29,0.526226552
12,30,0.833463731
12,31,0.384816295
12,32,0.305231276
12,33,0.061159908
12,34,0
12,35,0.089210129
12,36,0
12,37,0
12,38,0.157138822
12,39,0.35552822
12,40,0
12,41,0
12,42,0.111569653
12,43,0
12,44,0.036242562
12,45,0
12,46,0.085292558
12,47,0.092147579
12,48,0
12,49,0.166712527
12,50,0
12,51,0
12,52,0
12,53,0.066756451
12,54,0.1491253
12,55,0
12,56,0.019212099
12,57,0.059207472
12,58,0
12,59,0.159569939
12,60,0.26831889
12,61,0
12,62,0
12,63,0.041294334
12,64,0
12,65,0
12,66,0
12,67,0.006652959
12,68,0.081734259
12,69,0.525877858
12,70,0.060818251
12,71,0
12,72,0.074683452
12,73,0.720508517
12,74,0.408203294
12,75,0.27812138
12,76,0
12,77,0
12,78,0
12,79,0.165992875
12,80,0.686462379
12,81,0.25496042
12,82,0
12,83,0.305724109
12,84,0.191245435
12,85,0.120941278
12,86,0
12,87,0.134682222
12,88,1
12,89,0.720769759
12,90,0.08392153
13,1,0.506941192
13,2,0.109365135
13,3,0.445279968
13,4,0.135539507
13,5,0.048480105
13,6,0.49791281
13,7,0.19239915
13,8,0
13,9,0.438041646
13,10,0.186398497
13,11,0.309309991
13,12,1
13,13,0.66353769
13,14,0
13,15,0.039484371
13,16,0.58170877
13,17,0.125801498
13,18,0.805512263
13,19,0
13,20,0.358388123
13,21,0.010378275
13,22,0.083928457
13,23,0
13,24,0.084236871
13,25,0
13,26,0.824569768
13,27,0.210189004
13,28,0.157093681
13,29,0.493586349
13,30,0.564809165
13,31,0.444813314
13,32,0.311702998
13,33,0.041746116
13,34,0
13,35,0.093825407
13,36,0
13,37,0
13,38,0.148809658
13,39,0.393952481
13,40,0
13,41,0
13,42,0.109057026
13,43,0.024090472
13,44,0.151820287
13,45,0.006514094
13,46,0.091329624
13,47,0.097412763
13,48,0
13,49,0.173954572
13,50,0
13,51,0
13,52,0
13,53,0.059060944
13,54,0.167769521
13,55,0
13,56,0.003275333
13,57,0.06012546
13,58,0
13,59,0.134525624
13,60,0.255959359
13,61,0
13,62,0
13,63,0.06026087
13,64,0
13,65,0
13,66,0
13,67,0.059378248
13,68,0.089897647
13,69,0.438009725
13,70,0.086118789
13,71,0
13,72,0.07968401
13,73,0.633332104
13,74,0.395122792
13,75,0.235718696
13,76,0
13,77,0
13,78,0
13,79,0.161686188
13,80,0.631428957
13,81,0.282343542
13,82,0
13,83,0.291588593
13,84,0.109189252
13,85,0.129220048
13,86,0
13,87,0.109811791
13,88,1
13,89,0.864066637
13,90,0.082013617
14,1,0.565842363
14,2,0.104319123
14,3,0.480111571
14,4,0.133464377
14,5,0.080961299
14,6,0.601625881
14,7,0.197099975
14,8,0
14,9,0.486095129
14,10,0.135794362
14,11,0.311822898
14,12,1
14,13,0.640408214
14,14,0
14,15,0
14,16,0.5024879
14,17,0.117265304
14,18,0.606610667
14,19,0
14,20,0.345639536
14,21,0
14,22,0.085193481
14,23,0
14,24,0.05939896
14,25,0
14,26,0.851376511
14,27,0.215724793
14,28,0.187977266
14,29,0.492614845
14,30,0.757127219
14,31,0.425829738
14,32,0.356727573
14,33,0.06413381
14,34,0.011495944
14,35,0.11025999
14,36,0
14,37,0
14,38,0.165860194
14,39,0.370510697
14,40,0
14,41,0
14,42,0.11081834
14,43,0.034613881
14,44,0.011596372
14,45,0
14,46,0.074338076
14,47,0.093046433
14,48,0.02003702
14,49,0.281900179
14,50,0
14,51,0.050006241
14,52,0
14,53,0.003512016
14,54,0.154346791
14,55,0.003675975
14,56,0.038381254
14,57,0.136168009
14,58,0
14,59,0.140993445
14,60,0.226170267
14,61,0
14,62,0
14,63,0.09613547
14,64,0
14,65,0
14,66,0
14,67,0.058370876
14,68,0.111684602
14,69,0.289424347
14,70,0.109082771
14,71,0
14,72,0.112790114
14,73,0.570914953
14,74,0.370867509
14,75,0.150986195
14,76,0
14,77,0
14,78,0
14,79,0.183145456
14,80,0.715225418
14,81,0.305871348
14,82,0
14,83,0.300529113
14,84,0.17737249
14,85,0.126372571
14,86,0
14,87,0.125449348
14,88,1
14,89,0.915676372
14,90,0.075815812
15,1,0.526824156
15,2,0.113504932
15,3,0.454027464
15,4,0.130335068
15,5,0.111682434
15,6,0.674000809
15,7,0.203270729
15,8,0
15,9,0.611749716
15,10,0.134120045
15,11,0.329011777
15,12,1
15,13,0.593346404
15,14,0
15,15,0
15,16,0.389973549
15,17,0.137479786
15,18,0.629949189
15,19,0
15,20,0.328279455
15,21,0
15,22,0.0909297
15,23,0
15,24,0.019880245
15,25,0
15,26,0.879525917
15,27,0.244960283
15,28,0.205462697
15,29,0.572764836
15,30,0.898120708
15,31,0.367988409
15,32,0.383811134
15,33,0.058552422
15,34,0.00390964
15,35,0.144412772
15,36,0
15,37,0
15,38,0.161065061
15,39,0.341696767
15,40,0
15,41,0.00698652
15,42,0.100450195
15,43,0.052535726
15,44,0
15,45,0
15,46,0.069794659
15,47,0.072777072
15,48,0.041858231
15,49,0.251420985
15,50,0
15,51,0.010078702
15,52,0
15,53,0
15,54,0.134171981
15,55,0
15,56,0.224775693
15,57,0.107747096
15,58,0
15,59,0.283995925
15,60,0.209327276
15,61,0
15,62,0.024074133
15,63,0.085248597
15,64,0
15,65,0
15,66,0
15,67,0.05824981
15,68,0.14157524
15,69,0.306429084
15,70,0.106482977
15,71,0
15,72,0.147895367
15,73,0.361999978
15,74,0.399128555
15,75,0.174826602
15,76,0
15,77,0
15,78,0.00308642
15,79,0.242193872
15,80,0.847114794
15,81,0.242257729
15,82,0
15,83,0.487936057
15,84,0.187554604
15,85,0.164403693
15,86,0
15,87,0.154296515
15,88,1
15,89,0.813527986
15,90,0.06498127
16,1,0.674926931
16,2,0.110295576
16,3,0.377246585
16,4,0.149836743
16,5,0.177164166
16,6,0.614745994
16,7,0.279570074
16,8,0
16,9,0.646371272
16,10,0.115578432
16,11,0.312301616
16,12,1
16,13,0.714406185
16,14,0
16,15,0
16,16,0.446886938
16,17,0.150084491
16,18,0.433764471
16,19,0
16,20,0.329165879
16,21,0.003217873
16,22,0.087413944
16,23,0.025975369
16,24,0
16,25,0
16,26,0.524003305
16,27,0.252336406
16,28,0.227642653
16,29,0.211737849
16,30,0.829760418
16,31,0.312330793
16,32,0.353254818
16,33,0.061562268
16,34,0.013212921
16,35,0.183804964
16,36,0
16,37,0.00308642
16,38,0.086823547
16,39,0.311551997
16,40,0
16,41,0
16,42,0.092407905
16,43,0.040064527
16,44,0
16,45,0.033032258
16,46,0.067166551
16,47,0.113534491
16,48,0.016209854
16,49,0.269151526
16,50,0
16,51,0.026426903
16,52,0
16,53,0
16,54,0.127654878
16,55,0.008725759
16,56,0.344371696
16,57,0.013153882
16,58,0.039004294
16,59,0.28481816
16,60,0.171768577
16,61,0
16,62,0.066395191
16,63,0.085149211
16,64,0.012457161
16,65,0
16,66,0
16,67,0.075554832
16,68,0.147363743
16,69,0.276485485
16,70,0.138266549
16,71,0
16,72,0.148742088
16,73,0.323384738
16,74,0.413046303
16,75,0.334085399
16,76,0
16,77,0
16,78,0
16,79,0.33410911
16,80,0.993728002
16,81,0.300071839
16,82,0
16,83,0.699472085
16,84,0.173795541
16,85,0.353379582
16,86,0
16,87,0.213626803
16,88,1
16,89,1
16,90,0.050746388
17,1,0.782161849
17,2,0.149502569
17,3,0.444774412
17,4,0.208017457
17,5,0.375761785
17,6,0.634427123
17,7,0.381095639
17,8,0
17,9,0.694588456
17,10,0.090614611
17,11,0.318890362
17,12,0.925736661
17,13,0.776133696
17,14,0
17,15,0
17,16,0.407532851
17,17,0.184214059
17,18,0.245874788
17,19,0
17,20,0.333172245
17,21,0.006715226
17,22,0.086255022
17,23,0.053786419
17,24,0
17,25,0
17,26,0.740352426
17,27,0.298538432
17,28,0.247981949
17,29,0.149504222
17,30,0.687921396
17,31,0.252527904
17,32,0.30915173
17,33,0.065533752
17,34,0.010396185
17,35,0.182219793
17,36,0
17,37,0.04416304
17,38,0.082915308
17,39,0.317252434
17,40,0
17,41,0.042851106
17,42,0.137947968
17,43,0.044066326
17,44,0
17,45,0
17,46,0.059952892
17,47,0.097879825
17,48,0.00319887
17,49,0.248209397
17,50,0
17,51,0.015771774
17,52,0
17,53,0.003294638
17,54,0.112098551
17,55,0.044877292
17,56,0.368956144
17,57,0
17,58,0.050564058
17,59,0.292307058
17,60,0.110740266
17,61,0
17,62,0.080342915
17,63,0.097945195
17,64,0.035649208
17,65,0.006247508
17,66,0.01593951
17,67,0.053823309
17,68,0.12194247
17,69,0.149344429
17,70,0.156938871
17,71,0.00718955
17,72,0.174068087
17,73,0.294207576
17,74,0.326995199
17,75,0.357671604
17,76,0
17,77,0.044734365
17,78,0.077626937
17,79,0.771968052
17,80,1
17,81,0.205686495
17,82,0
17,83,0.935481446
17,84,0.067208698
17,85,0.746915005
17,86,0.029687529
17,87,0.409248314
17,88,1
17,89,1
17,90,0.053810814
18,1,0.759813913
18,2,0.250496356
18,3,0.597986592
18,4,0.290926832
18,5,0.694287956
18,6,0.854620908
18,7,0.448331183
18,8,0
18,9,0.947932784
18,10,0.133297842
18,11,0.543010417
18,12,0.800853147
18,13,0.911547432
18,14,0.018197544
18,15,0
18,16,0.377958825
18,17,0.16445858
18,18,0.171219747
18,19,0
18,20,0.188705077
18,21,0.037120199
18,22,0.080360181
18,23,0.063802904
18,24,0
18,25,0.006956624
18,26,0.84759347
18,27,0.324960737
18,28,0.250733678
18,29,0.172565461
18,30,0.451971384
18,31,0.432724351
18,32,0.2105726
