Hours,Scenarios,WindCF
18,33,0.052460959
18,34,0.0725397
18,35,0.20823941
18,36,0
18,37,0.053923659
18,38,0.004108025
18,39,0.243202691
18,40,0
18,41,0.081948853
18,42,0.14173006
18,43,0.052751412
18,44,0
18,45,0
18,46,0.030874814
18,47,0.071029967
18,48,0.018421558
18,49,0.191822831
18,50,0
18,51,0.003179941
18,52,0
18,53,0
18,54,0.131307199
18,55,0.006416892
18,56,0.212573381
18,57,0
18,58,0.066191542
18,59,0.142902174
18,60,0.133359646
18,61,0
18,62,0.092631617
18,63,0.142081272
18,64,0.05401719
18,65,0.046072343
18,66,0.064944809
18,67,0.044182551
18,68,0.145199267
18,69,0.177624528
18,70,0.214244364
18,71,0.050398906
18,72,0.303893544
18,73,0.347127457
18,74,0.343881602
18,75,0.416537111
18,76,0.003471803
18,77,0.101224256
18,78,0.164300737
18,79,1
18,80,1
18,81,0.217753717
18,82,0.010087934
18,83,1
18,84,0.09195332
18,85,1
18,86,0.07105922
18,87,0.641565333
18,88,0.933347257
18,89,1
18,90,0.073532819
19,1,0.879535384
19,2,0.22032327
19,3,0.63431609
19,4,0.391390764
19,5,0.962823117
19,6,0.884980446
19,7,0.334943657
19,8,0.006552556
19,9,0.638143045
19,10,0.184629632
19,11,0.638418682
19,12,0.995259509
19,13,1
19,14,0.060279262
19,15,0.048612596
19,16,0.262920053
19,17,0.279886865
19,18,0.03518763
19,19,0
19,20,0.111417628
19,21,0.08123502
19,22,0.10983056
19,23,0.081830618
19,24,0.113551675
19,25,0.092557736
19,26,0.83270203
19,27,0.510214478
19,28,0.290926344
19,29,0.32992178
19,30,0.78765862
19,31,0.518738944
19,32,0.113165735
19,33,0.100792628
19,34,0.075004526
19,35,0.200234906
19,36,0
19,37,0.101965093
19,38,0
19,39,0.199287132
19,40,0
19,41,0.14991739
19,42,0.095363586
19,43,0.066577117
19,44,0
19,45,0
19,46,0.021955886
19,47,0.026074785
19,48,0.040995124
19,49,0.126262224
19,50,0.01173307
19,51,0.027756998
19,52,0
19,53,0
19,54,0.084461147
19,55,0
19,56,0.172211552
19,57,0
19,58,0.061663038
19,59,0.125056505
19,60,0.098194243
19,61,0.003314018
19,62,0.245094294
19,63,0.238070928
19,64,0.081425907
19,65,0.126216551
19,66,0.123125476
19,67,0.020166761
19,68,0.278219665
19,69,0.423748053
19,70,0.287829485
19,71,0.057892086
19,72,0.281711366
19,73,0.506251234
19,74,0.379692076
19,75,0.426913798
19,76,0.06111219
19,77,0.126481173
19,78,0.391544137
19,79,1
19,80,1
19,81,0.243106846
19,82,0.064882534
19,83,1
19,84,0.14302804
19,85,1
19,86,0.091290014
19,87,0.769516702
19,88,0.965248406
19,89,0.977000791
19,90,0.092327812
20,1,0.847213469
20,2,0.142799838
20,3,0.725479448
20,4,0.422855009
20,5,0.950537203
20,6,0.710537027
20,7,0.232730053
20,8,0.042204384
20,9,0.412387198
20,10,0.240779298
20,11,0.583153201
20,12,0.763397982
20,13,1
20,14,0.079279383
20,15,0.051681994
20,16,0.162880788
20,17,0.341713032
20,18,0
20,19,0
20,20,0.079972451
20,21,0.05536999
20,22,0.104261111
20,23,0.105548854
20,24,0.107606391
20,25,0.100455896
20,26,0.863362968
20,27,0.431152972
20,28,0.276961165
20,29,0.581669054
20,30,0.703111474
20,31,0.587540843
20,32,0.213413776
20,33,0.146965421
20,34,0.215941565
20,35,0.191969711
20,36,0
20,37,0.147625306
20,38,0.00319887
20,39,0.266139708
20,40,0
20,41,0.186142178
20,42,0.145741134
20,43,0.123320324
20,44,0.044536537
20,45,0
20,46,0.071858132
20,47,0.010139515
20,48,0.10065919
20,49,0.18929534
20,50,0.016729083
20,51,0.048303015
20,52,0.053573045
20,53,0.010020562
20,54,0.087742392
20,55,0
20,56,0.19410932
20,57,0
20,58,0.039402974
20,59,0.260164529
20,60,0.102627119
20,61,0.074948613
20,62,0.364048833
20,63,0.273848634
20,64,0.07567174
20,65,0.07841749
20,66,0.136979155
20,67,0
20,68,0.242586229
20,69,0.300326675
20,70,0.275151558
20,71,0.115995961
20,72,0.413014519
20,73,0.556517764
20,74,0.572610437
20,75,0.458656074
20,76,0.046928582
20,77,0.204533861
20,78,0.621161773
20,79,1
20,80,1
20,81,0.235058577
20,82,0.05968778
20,83,1
20,84,0.255980169
20,85,1
20,86,0.085599022
20,87,0.759592165
20,88,0.996058588
20,89,0.850215256
20,90,0.067407496
21,1,0.223162071
21,2,0.077953146
21,3,0.696270126
21,4,0.444437171
21,5,0.998013523
21,6,0.562770409
21,7,0.172337511
21,8,0
21,9,0.458195726
21,10,0.302720136
21,11,0.513833462
21,12,0.395731767
21,13,1
21,14,0.095043518
21,15,0.04146827
21,16,0.144525006
21,17,0.425158662
21,18,0
21,19,0
21,20,0.121648378
21,21,0.058212863
21,22,0.092857333
21,23,0.144141443
21,24,0.146227571
21,25,0.050933655
21,26,0.369456816
21,27,0.378024477
21,28,0.229712366
21,29,0.544673543
21,30,0.644263409
21,31,0.624552235
21,32,0.193082542
21,33,0.095853472
21,34,0.418505821
21,35,0.232944
21,36,0
21,37,0.15738545
21,38,0.307326935
21,39,0.250893162
21,40,0
21,41,0.245922545
21,42,0.090033033
21,43,0.210355627
21,44,0.045873349
21,45,0
21,46,0.058286463
21,47,0.049039071
21,48,0.069767201
21,49,0.227914365
21,50,0.067349682
21,51,0.068592754
21,52,0.072418799
21,53,0.049423492
21,54,0.190839906
21,55,0
21,56,0.25679982
21,57,0.088864089
21,58,0.016549739
21,59,0.093638062
21,60,0.08625743
21,61,0.066363665
21,62,0.401801542
21,63,0.249402223
21,64,0.058175912
21,65,0.094378599
21,66,0.127045685
21,67,0
21,68,0.16233197
21,69,0.164171747
21,70,0.309571829
21,71,0.163954924
21,72,0.455575183
21,73,0.747137157
21,74,0.768946561
21,75,0.459261788
21,76,0.057486877
21,77,0.253557735
21,78,0.832850153
21,79,1
21,80,1
21,81,0.41291684
21,82,0.037766777
21,83,1
21,84,0.326594673
21,85,1
21,86,0.124319347
21,87,0.700378933
21,88,1
21,89,0.436748674
21,90,0.027712238
22,1,0.326979098
22,2,0.065014551
22,3,0.565118177
22,4,0.366692626
22,5,1
22,6,0.450708261
22,7,0.131077346
22,8,0
22,9,0.305896155
22,10,0.317640874
22,11,0.701907542
22,12,0.339591167
22,13,1
22,14,0.121446462
22,15,0.019871155
22,16,0.128803662
22,17,0.428675609
22,18,0
22,19,0
22,20,0.086876837
22,21,0.065339288
22,22,0.072592763
22,23,0.08327247
22,24,0.132007358
22,25,0.006494562
22,26,0.397334491
22,27,0.397039005
22,28,0.221465192
22,29,0.544270013
22,30,0.503851652
22,31,0.660366035
22,32,0.131780215
22,33,0.078341035
22,34,0.452447029
22,35,0.310584083
22,36,0
22,37,0.019285099
22,38,0.086610122
22,39,0.289278843
22,40,0
22,41,0.228915872
22,42,0.078545495
22,43,0.399131758
22,44,0.144359046
22,45,0
22,46,0.04666533
22,47,0.073190724
22,48,0
22,49,0.134090181
22,50,0.087452164
22,51,0.084416188
22,52,0.06083325
22,53,0.067550755
22,54,0.169383086
22,55,0
22,56,0.272876433
22,57,0.166175638
22,58,0
22,59,0.076308667
22,60,0.123610253
22,61,0.071652334
22,62,0.491487607
22,63,0.299244428
22,64,0.024518651
22,65,0.071104108
22,66,0.215569626
22,67,0
22,68,0.178513394
22,69,0.167002519
22,70,0.261094074
22,71,0.265148044
22,72,0.436787517
22,73,0.512086718
22,74,0.863251256
22,75,0.29831277
22,76,0.063593501
22,77,0.311200019
22,78,0.994379203
22,79,0.925934326
22,80,1
22,81,0.396610441
22,82,0
22,83,1
22,84,0.314093284
22,85,1
22,86,0.324276584
22,87,0.786438292
22,88,1
22,89,0.24662319
22,90,0
23,1,0.430668631
23,2,0.046035399
23,3,0.453411838
23,4,0.25899822
23,5,1
23,6,0.439894739
23,7,0.103607452
23,8,0
23,9,0.222070829
23,10,0.278058709
23,11,0.855357342
23,12,0.494557801
23,13,1
23,14,0.132183185
23,15,0
23,16,0.063490729
23,17,0.386061265
23,18,0.072212799
23,19,0
23,20,0.082907346
23,21,0.098426471
23,22,0.157283551
23,23,0.071568105
23,24,0.29229484
23,25,0
23,26,0.361261217
23,27,0.608426137
23,28,0.222967931
23,29,0.373833348
23,30,0.33689682
23,31,0.707189305
23,32,0.127338194
23,33,0.099791553
23,34,0.426405555
23,35,0.315587217
23,36,0
23,37,0.156934689
23,38,0.253537775
23,39,0.321265492
23,40,0
23,41,0.183333098
23,42,0.064613941
23,43,0.510572803
23,44,0.327083084
23,45,0
23,46,0.039638815
23,47,0.110380287
23,48,0.006398039
23,49,0.151081955
23,50,0.09966073
23,51,0.150549279
23,52,0.018760856
23,53,0.05492341
23,54,0.057724297
23,55,0.114011103
23,56,0.280127273
23,57,0.174588122
23,58,0
23,59,0.195949945
23,60,0.121290977
23,61,0.075414569
23,62,0.511030418
23,63,0.263189126
23,64,0
23,65,0.060061454
23,66,0.246820146
23,67,0
23,68,0.17083656
23,69,0.126112668
23,70,0.237159799
23,71,0.285853458
23,72,0.475716231
23,73,0.489977305
23,74,0.908059098
23,75,0.296331908
23,76,0.077759226
23,77,0.368468649
23,78,1
23,79,0.853120271
23,80,1
23,81,0.351352576
23,82,0.003161088
23,83,1
23,84,0.409623857
23,85,1
23,86,0.411942218
23,87,0.695766943
23,88,0.864304681
23,89,0.175722764
23,90,0
24,1,0.543149749
24,2,0.046230689
24,3,0.406151303
24,4,0.182198766
24,5,1
24,6,0.531972619
24,7,0.039195643
24,8,0
24,9,0.264584246
24,10,0.263177774
24,11,0.866703085
24,12,0.571757427
24,13,1
24,14,0.118727332
24,15,0
24,16,0.052227115
24,17,0.327916466
24,18,0.01026739
24,19,0
24,20,0.123929377
24,21,0.132034394
24,22,0.277813933
24,23,0.050168963
24,24,0.421022254
24,25,0
24,26,0.244013198
24,27,0.896980673
24,28,0.216883431
24,29,0.228289806
24,30,0.763961643
24,31,0.673192721
24,32,0.201812307
24,33,0.119548238
24,34,0.378017699
24,35,0.17701861
24,36,0
24,37,0.477696669
24,38,0.253534835
24,39,0.350673566
24,40,0
24,41,0.171993998
24,42,0.015738965
24,43,0.433038629
24,44,0.435369669
24,45,0
24,46,0.024450366
24,47,0.053159241
24,48,0.026978821
24,49,0.25037607
24,50,0.103371874
24,51,0.264857962
24,52,0.003123605
24,53,0.069032603
24,54,0
24,55,0.372622787
24,56,0.274681826
24,57,0.276739339
24,58,0
24,59,0.313313181
24,60,0.099995383
24,61,0.090702227
24,62,0.511195339
24,63,0.261994975
24,64,0
24,65,0.060249332
24,66,0.26430034
24,67,0
24,68,0.216890894
24,69,0.076154101
24,70,0.224671973
24,71,0.323328858
24,72,0.507034809
24,73,0.556242686
24,74,0.993714971
24,75,0.266510567
24,76,0.123533397
24,77,0.354998821
24,78,1
24,79,0.890569326
24,80,1
24,81,0.351641216
24,82,0.012438903
24,83,1
24,84,0.418116103
24,85,1
24,86,0.435680247
24,87,0.747337358
24,88,0.812514453
24,89,0.17127794
24,90,0
25,1,0.583888183
25,2,0.045398041
25,3,0.358430266
25,4,0.146436444
25,5,1
25,6,0.554671283
25,7,0
25,8,0
25,9,0.305117693
25,10,0.194283556
25,11,0.754492787
25,12,0.468110715
25,13,1
25,14,0.084909988
25,15,0
25,16,0.122103204
25,17,0.302931794
25,18,0.035595735
25,19,0
25,20,0.224100585
25,21,0.132421519
25,22,0.25183111
25,23,0.047572992
25,24,0.642634701
25,25,0
25,26,0.19193935
25,27,1
25,28,0.278442368
25,29,0.127025457
25,30,0.55271106
25,31,0.584902195
25,32,0.357651461
25,33,0.101552876
25,34,0.431426251
25,35,0.151990585
25,36,0.006824809
25,37,0.752659602
25,38,0.218715516
25,39,0.259135943
25,40,0
25,41,0.110231372
25,42,0
25,43,0.380920449
25,44,0.641453161
25,45,0
25,46,0
25,47,0
25,48,0.082887065
25,49,0.310547749
25,50,0.099570557
25,51,0.469344451
25,52,0.029968356
25,53,0.073171735
25,54,0
25,55,0.48757661
25,56,0.360462439
25,57,0.382951906
25,58,0
25,59,0.296531695
25,60,0.054733876
25,61,0.092893503
25,62,0.455712064
25,63,0.187034618
25,64,0
25,65,0.051883342
25,66,0.277510113
25,67,0.003353006
25,68,0.22079959
25,69,0.00671218
25,70,0.175442309
25,71,0.361721014
25,72,0.551957673
25,73,0.566579039
25,74,0.847602454
25,75,0.321134415
25,76,0.146892859
25,77,0.359522878
25,78,1
25,79,0.961649251
25,80,1
25,81,0.458289536
25,82,0
25,83,0.988584095
25,84,0.429750068
25,85,1
25,86,0.37178974
25,87,0.768188208
25,88,0.791602897
25,89,0.106338702
25,90,0
26,1,0.461384257
26,2,0.053037307
26,3,0.302758291
26,4,0.131617036
26,5,1
26,6,0.542653456
26,7,0
26,8,0
26,9,0.361355679
26,10,0.166224903
26,11,0.629006333
26,12,0.362516761
26,13,1
26,14,0.067766987
26,15,0.018202013
26,16,0.141919699
26,17,0.2427025
26,18,0.160406419
26,19,0
26,20,0.204849718
26,21,0.120192667
26,22,0.238128963
26,23,0.041904301
26,24,0.913769338
26,25,0
26,26,0.087653773
26,27,1
26,28,0.77969574
26,29,0.093019553
26,30,0.787030084
26,31,0.504699712
26,32,0.495579833
26,33,0.070752902
26,34,0.432609923
26,35,0.207813338
26,36,0.033163361
26,37,0.488462596
26,38,0.173769737
26,39,0.264138386
26,40,0.026823909
26,41,0.067631245
26,42,0
26,43,0.407348046
26,44,0.131295734
26,45,0
26,46,0
26,47,0
26,48,0.070880228
26,49,0.145047347
26,50,0.120458523
26,51,0.555754807
26,52,0.065617773
26,53,0.078949908
26,54,0.040949877
26,55,0.519944357
26,56,0.32237805
26,57,0.321138732
26,58,0
26,59,0.248199533
26,60,0.003634517
26,61,0.073919238
26,62,0.3846318
26,63,0.227015268
26,64,0.039049293
26,65,0.027260152
26,66,0.342873796
26,67,0.063762301
26,68,0.204023106
26,69,0
26,70,0.158163015
26,71,0.328409923
26,72,0.652755469
26,73,0.587153974
26,74,0.80222631
26,75,0.463460944
26,76,0.119069251
26,77,0.403190508
26,78,1
26,79,0.482266622
26,80,0.973177609
26,81,0.310481477
26,82,0
26,83,0.99618098
26,84,0.448576229
26,85,1
26,86,0.34324807
26,87,0.756796619
26,88,0.87386553
26,89,0.094494286
26,90,0
27,1,0.554731911
27,2,0.014714566
27,3,0.231550665
27,4,0.112729178
27,5,1
27,6,0.50174797
27,7,0
27,8,0.024221713
27,9,0.413091349
27,10,0.175024211
27,11,0.55132963
27,12,0.474449397
27,13,1
27,14,0.071421266
27,15,0.067588644
27,16,0.10450408
27,17,0.201761526
27,18,0.226736716
27,19,0
27,20,0.103041024
27,21,0.106076737
27,22,0.244533153
27,23,0.039769808
27,24,1
27,25,0.039800229
27,26,0.060009805
27,27,1
27,28,0.948008691
27,29,0.02406477
27,30,0.706863396
27,31,0.533112709
27,32,0.408186681
27,33,0.095401947
27,34,0.404287883
27,35,0.253369609
27,36,0.071185041
27,37,0.332587842
27,38,0.160282634
27,39,0.15590772
27,40,0.098316517
27,41,0.03389366
27,42,0
27,43,0.426163878
27,44,0.415373306
27,45,0
27,46,0
27,47,0
27,48,0.032925549
27,49,0.010070238
27,50,0.141698016
27,51,0.612208201
27,52,0.156992646
27,53,0.121309983
27,54,0.06174603
27,55,0.429743958
27,56,0.234619595
27,57,0.240528178
27,58,0
27,59,0.375012798
27,60,0
27,61,0.067307119
27,62,0.275694281
27,63,0.152270457
27,64,0.050929003
27,65,0.04468964
27,66,0.467456575
27,67,0.107707607
27,68,0.145372064
27,69,0.017407531
27,70,0.168164478
27,71,0.304905844
27,72,0.624026254
27,73,0.773844658
27,74,0.757549612
27,75,0.502960841
27,76,0.103462294
27,77,0.44756776
27,78,1
27,79,0.631192341
27,80,0.995544838
27,81,0.287026791
27,82,0
27,83,0.958313598
27,84,0.403198141
27,85,1
27,86,0.452095701
27,87,0.782836155
27,88,1
27,89,0.063729301
27,90,0
28,1,0.486290397
28,2,0
28,3,0.214094486
28,4,0.079157771
28,5,0.989772695
28,6,0.496810766
28,7,0
28,8,0.05477644
28,9,0.394270492
28,10,0.163789066
28,11,0.549141225
28,12,0.514392944
28,13,0.953671192
28,14,0.07079363
28,15,0.122157581
28,16,0.076192289
28,17,0.174234482
28,18,0.268538527
28,19,0
28,20,0.103096239
28,21,0.142421198
28,22,0.233981011
28,23,0.04090841
28,24,1
28,25,0.059493611
28,26,0.066639737
28,27,1
28,28,0.990389871
28,29,0
28,30,0.748919556
28,31,0.566989241
28,32,0.506098927
28,33,0.077711573
28,34,0.330982268
28,35,0.245595616
28,36,0.082877769
28,37,0.202860841
28,38,0.129036207
28,39,0.13503715
28,40,0.220630092
28,41,0.0104133
28,42,0.003104975
28,43,0.286670033
28,44,0.468966272
28,45,0
28,46,0
28,47,0
28,48,0
28,49,0.063234688
28,50,0.19822586
28,51,0.589509802
28,52,0.16523743
28,53,0.142368393
28,54,0.102431922
28,55,0.431665703
28,56,0.289642445
28,57,0.099937867
28,58,0.030899725
28,59,0.34417054
28,60,0.021972867
28,61,0.063093488
28,62,0.2543076
28,63,0.14701869
28,64,0.049682049
28,65,0.051178141
28,66,0.596032716
28,67,0.180200242
28,68,0.072877957
28,69,0.197974657
28,70,0.196651262
28,71,0.262950112
28,72,0.492448793
28,73,0.743488806
28,74,0.657675201
28,75,0.479263415
28,76,0.085836883
28,77,0.490731004
28,78,1
28,79,0.899966444
28,80,1
28,81,0.310494402
28,82,0.014449246
28,83,0.784552389
28,84,0.450099534
28,85,0.999833444
28,86,0.459915309
28,87,0.711001981
28,88,0.981171991
28,89,0.027648493
28,90,0
29,1,0.419296919
29,2,0
29,3,0.296002733
29,4,0.070877359
29,5,0.929732853
29,6,0.417806108
29,7,0
29,8,0.064846759
29,9,0.343994025
29,10,0.155825731
29,11,0.575005513
29,12,0.382931364
29,13,1
29,14,0.071648876
29,15,0.146032516
29,16,0.057260437
29,17,0.195068602
29,18,0.579819181
29,19,0.042506893
29,20,0.13284049
29,21,0.1192675
29,22,0.173303292
29,23,0.039215939
29,24,0.983743563
29,25,0.063833909
29,26,0.062133167
29,27,1
29,28,0.832976113
29,29,0
29,30,0.707642264
29,31,0.704153767
29,32,0.521551366
29,33,0.055910569
29,34,0.298475049
29,35,0.185881745
29,36,0.109791917
29,37,0.112868435
29,38,0.108811015
29,39,0.132876824
29,40,0.36870902
29,41,0.06065282
29,42,0.045346461
29,43,0.1916744
29,44,0.424722556
29,45,0
29,46,0
29,47,0
29,48,0
29,49,0.064551905
29,50,0.21311907
29,51,0.560783266
29,52,0.208395644
29,53,0.179672324
29,54,0.161078347
29,55,0.457809264
29,56,0.240167926
29,57,0.0139814
29,58,0.066212213
29,59,0.197774127
29,60,0
29,61,0.058887845
29,62,0.230833082
29,63,0.220875903
29,64,0.058419428
29,65,0.100005722
29,66,0.53929843
29,67,0.13835862
29,68,0.058578901
29,69,0.271091348
29,70,0.236561814
29,71,0.258135612
29,72,0.465078473
29,73,0.629565465
29,74,0.754633284
29,75,0.450404317
29,76,0.078130078
29,77,0.545566381
29,78,1
29,79,0.667594055
29,80,1
29,81,0.232717762
29,82,0.059072615
29,83,0.669113673
29,84,0.616586606
29,85,0.996675989
29,86,0.315393304
29,87,0.601127149
29,88,0.877346993
29,89,0.03253421
29,90,0
30,1,0.574779635
30,2,0
30,3,0.349462105
30,4,0.074414529
30,5,0.922128646
30,6,0.321408732
30,7,0
30,8,0.090934436
30,9,0.339344174
30,10,0.169282983
30,11,0.576379353
30,12,0.242586107
30,13,1
30,14,0.078324455
30,15,0.188461039
30,16,0.046966985
30,17,0.220817798
30,18,0.786027826
30,19,0.097908304
30,20,0.114652468
30,21,0.137841248
30,22,0.059702135
30,23,0
30,24,1
30,25,0.060586307
30,26,0.114396542
30,27,1
30,28,0.832166498
30,29,0
30,30,0.554555172
30,31,0.598242731
30,32,0.482548955
30,33,0.090311358
30,34,0.322016365
30,35,0.175752385
30,36,0.132373646
30,37,0.499658944
30,38,0.084851293
30,39,0.136593944
30,40,0.449979632
30,41,0.089206751
30,42,0.046135793
30,43,0.147763939
30,44,0.320434359
30,45,0
30,46,0
30,47,0
30,48,0.010000954
30,49,0.081599309
30,50,0.195664447
30,51,0.616796693
30,52,0.118560288
30,53,0.186275073
30,54,0.19747278
30,55,0.373354249
30,56,0.207460949
30,57,0.0069037
30,58,0.073757197
30,59,0.165037505
30,60,0
30,61,0.057443708
30,62,0.21032625
30,63,0.247305847
30,64,0.088793427
30,65,0.140298198
30,66,0.608751903
30,67,0.104389903
30,68,0.07970511
30,69,0.284411197
30,70,0.316041183
30,71,0.231988457
30,72,0.42719472
30,73,0.554244341
30,74,0.70991768
30,75,0.399850834
30,76,0.073830536
30,77,0.594398064
30,78,1
30,79,0.238928892
30,80,0.963993411
30,81,0.266357564
30,82,0.080262201
30,83,0.546240986
30,84,0.621967667
30,85,1
30,86,0.324040966
30,87,0.502284921
30,88,0.943005859
30,89,0.020795411
30,90,0
31,1,0.512837642
31,2,0
31,3,0.444685843
31,4,0.092612006
31,5,0.904237186
31,6,0.216558213
31,7,0
31,8,0.107527115
31,9,0.311389618
31,10,0.18273016
31,11,0.542486629
31,12,0.140310584
31,13,0.961918945
31,14,0.077329307
31,15,0.222792265
31,16,0
31,17,0.237458412
31,18,0.676259108
31,19,0.146128806
31,20,0.103873432
31,21,0.154690196
31,22,0.053957924
31,23,0.018448513
31,24,0.987789717
31,25,0.075013019
31,26,0.111749315
31,27,1
31,28,0.938049174
31,29,0
31,30,1
31,31,0.609434256
31,32,0.310842351
31,33,0.087126405
31,34,0.182595235
31,35,0.185030478
31,36,0.145385583
31,37,0.879055349
31,38,0.027284074
31,39,0.084792047
31,40,0.288588517
31,41,0.015878758
31,42,0.06668648
31,43,0.048022694
31,44,0.155570827
31,45,0
31,46,0
31,47,0
31,48,0.00647759
31,49,0.070339744
31,50,0.094721608
31,51,0.402567115
31,52,0.053050126
31,53,0.273992014
31,54,0.171394116
31,55,0.182544685
31,56,0.128614214
31,57,0.03967289
31,58,0.083832058
31,59,0.171598718
31,60,0
31,61,0.063315473
31,62,0.139481208
31,63,0.235158285
31,64,0.097376883
31,65,0.065588263
31,66,0.705657118
31,67,0.116004948
31,68,0.109144728
31,69,0.299362959
31,70,0.335217419
31,71,0.198363441
31,72,0.452714642
31,73,0.732137657
31,74,0.803931613
31,75,0.342520056
31,76,0.077372964
31,77,0.585281516
31,78,1
31,79,0.266103168
31,80,0.804201657
31,81,0.179547134
31,82,0.10205289
31,83,0.545270099
31,84,0.69457331
31,85,1
31,86,0.517810865
31,87,0.429072873
31,88,0.997198657
31,89,0.021241849
31,90,0
32,1,0.389941847
32,2,0
32,3,0.503937299
32,4,0.164045641
32,5,0.912457231
32,6,0.274234762
32,7,0
32,8,0.144728322
32,9,0.315796397
32,10,0.206652572
32,11,0.496089282
32,12,0.086743928
32,13,1
32,14,0.070181631
32,15,0.204152855
32,16,0
32,17,0.164904521
32,18,0.574459789
32,19,0.150694753
32,20,0.085841952
32,21,0.167341363
32,22,0.040616867
32,23,0.0280987
32,24,0.854515685
32,25,0.070193195
32,26,0.108856955
32,27,1
32,28,1
32,29,0
32,30,0.994246812
32,31,0.397593041
32,32,0.11095103
32,33,0.046520785
32,34,0.067108902
32,35,0.129539308
32,36,0.068098949
32,37,0.568555265
32,38,0
32,39,0.03941802
32,40,0.161563975
32,41,0
32,42,0.00341206
32,43,0
32,44,0.099560205
32,45,0
32,46,0
32,47,0
32,48,0
32,49,0.059225646
32,50,0.053076838
32,51,0.282873887
32,52,0.060034688
32,53,0.153537103
32,54,0.107400877
32,55,0.105637875
32,56,0.175981451
32,57,0.022018179
32,58,0.031270865
32,59,0.131491245
32,60,0
32,61,0.029254145
32,62,0.023995224
32,63,0.174427489
32,64,0.027610818
32,65,0.100512456
32,66,0.440945046
32,67,0.117501521
32,68,0.079501891
32,69,0.361533545
32,70,0.223403288
32,71,0.163378739
32,72,0.353876302
32,73,0.763693912
32,74,0.654444127
32,75,0.299268016
32,76,0.100784039
32,77,0.507769299
32,78,0.994415109
32,79,0.268419767
32,80,0.808915701
32,81,0.178469209
32,82,0.111131209
32,83,0.627810613
32,84,0.629530624
32,85,1
32,86,0.519038199
32,87,0.418133062
32,88,0.607482903
32,89,0.075430406
32,90,0
33,1,0.399686362
33,2,0
33,3,0.510699782
33,4,0.150442497
33,5,0.874589057
33,6,0.183110308
33,7,0
33,8,0.192046925
33,9,0.25479872
33,10,0.220404296
33,11,0.336619793
33,12,0.028494748
33,13,1
33,14,0.05538
33,15,0.085992163
33,16,0
33,17,0.088230874
33,18,0.605019398
33,19,0.09313564
33,20,0.068075349
33,21,0.145972066
33,22,0
33,23,0
33,24,0.775768075
33,25,0.048747207
33,26,0.12683456
33,27,1
33,28,0.882368823
33,29,0
33,30,1
33,31,0.209734541
33,32,0.150329518
33,33,0.064411835
33,34,0.069669853
33,35,0.145602106
33,36,0.053984322
33,37,0.411324064
33,38,0
33,39,0.023444297
33,40,0.17879375
33,41,0
33,42,0.019959295
33,43,0
33,44,0.135980707
33,45,0
33,46,0
33,47,0
33,48,0
33,49,0.06735478
33,50,0.07278402
33,51,0.346759823
33,52,0.255791163
33,53,0.107945039
33,54,0.066368299
33,55,0.123667747
33,56,0.235298548
33,57,0
33,58,0
33,59,0.195465018
33,60,0
33,61,0
33,62,0
33,63,0.179456777
33,64,0
33,65,0.071301018
33,66,0.256013095
33,67,0.092779381
33,68,0.073322391
33,69,0.207555254
33,70,0.08997259
33,71,0.089451899
33,72,0.213204483
33,73,0.576197137
33,74,0.490515531
33,75,0.177473205
33,76,0.03777471
33,77,0.262809968
33,78,0.645462564
33,79,0.224106244
33,80,0.797207952
33,81,0.147055436
33,82,0.127861324
33,83,0.620604055
33,84,0.625691855
33,85,1
33,86,0.561472698
33,87,0.424164711
33,88,0.431814029
33,89,0.069211539
33,90,0
34,1,0.324584329
34,2,0
34,3,0.297801963
34,4,0.070133247
34,5,0.586800361
34,6,0.09326042
34,7,0
34,8,0.151743262
34,9,0.158650475
34,10,0.118946577
34,11,0.157162965
34,12,0
34,13,1
34,14,0.006807572
34,15,0
34,16,0
34,17,0.07167412
34,18,0.545037144
34,19,0.006652959
34,20,0.098768593
34,21,0.160967406
34,22,0.00308642
34,23,0
34,24,0.936716197
34,25,0.060758353
34,26,0.153734955
34,27,1
34,28,0.895737915
34,29,0
34,30,1
34,31,0.085745062
34,32,0.152739431
34,33,0.085942333
34,34,0.070917306
34,35,0.133472427
34,36,0.084711869
34,37,0.362500165
34,38,0
34,39,0.047950437
34,40,0.175800941
34,41,0
34,42,0.044732344
34,43,0
34,44,0.157244876
34,45,0
34,46,0
34,47,0
34,48,0
34,49,0.0746864
34,50,0.073455754
34,51,0.436106005
34,52,0.038266031
34,53,0.230538648
34,54,0.074694864
34,55,0.072582034
34,56,0.266660094
34,57,0
34,58,0.009389669
34,59,0.172445109
34,60,0
34,61,0.047493358
34,62,0
34,63,0.127611325
34,64,0.028236055
34,65,0.051056877
34,66,0.271073573
34,67,0.083863555
34,68,0.01323565
34,69,0.211343574
34,70,0.060222656
34,71,0.003451811
34,72,0.109171176
34,73,0.676724786
34,74,0.313396534
34,75,0.108419983
34,76,0
34,77,0.092690783
34,78,0.314971454
34,79,0.150439626
34,80,0.604244983
34,81,0.100837246
34,82,0.10403361
34,83,0.480376345
34,84,0.630046539
34,85,0.89631351
34,86,0.527340906
34,87,0.266310383
34,88,0.44133721
34,89,0
34,90,0
35,1,0.245196767
35,2,0
35,3,0.151786028
35,4,0.044121771
35,5,0.310679004
35,6,0.054097774
35,7,0
35,8,0.095134849
35,9,0.165522215
35,10,0.087569553
35,11,0.194709417
35,12,0
35,13,1
35,14,0
35,15,0
