Hours,Scenarios,CT,ME,NEMASSBOST,NH,RI,SEMASS,VT,WCMASS,Total
70,57,1382,2722,1700,2020,912,3653,660,1297,14346
70,58,1260,2661,1655,1913,885,3477,632,1240,13723
70,59,1266,2661,1635,1939,873,3506,641,1251,13772
70,60,1318,2838,1749,2125,962,3804,688,1351,14835
70,61,1277,2950,1763,2147,958,3924,710,1345,15074
70,62,1326,3036,1843,2268,991,3995,722,1395,15576
70,63,1316,3087,1893,2280,1007,4049,715,1392,15739
70,64,1308,2976,1820,2208,980,3960,708,1371,15331
70,65,1296,2822,1733,2057,928,3777,677,1302,14592
70,66,1296,2792,1708,1995,904,3721,665,1273,14354
70,67,1301,2796,1696,1955,887,3578,656,1250,14119
70,68,1287,2900,1768,2107,957,3816,690,1328,14853
70,69,1283,2879,1749,2096,952,3752,685,1326,14722
70,70,1275,2854,1736,2094,947,3727,686,1321,14640
70,71,1290,2831,1726,2061,936,3677,676,1326,14523
70,72,1221,2718,1649,1924,892,3428,640,1250,13722
70,73,1213,2625,1636,1856,863,3407,622,1219,13441
70,74,1175,2494,1496,1723,790,3184,610,1162,12634
70,75,1249,2724,1673,1990,922,3626,679,1317,14180
70,76,1266,2766,1706,2023,913,3592,674,1326,14266
70,77,1267,2820,1724,2048,927,3633,673,1343,14435
70,78,1245,2771,1696,2034,915,3606,671,1326,14264
70,79,1200,2696,1700,1966,892,3501,637,1265,13857
70,80,1193,2638,1620,1891,856,3489,625,1196,13508
70,81,1225,2709,1626,1937,860,3517,631,1208,13713
70,82,1292,2888,1765,2126,945,3786,671,1311,14784
70,83,1285,2813,1718,2075,931,3697,684,1298,14501
70,84,1299,2839,1764,2099,942,3775,678,1301,14697
70,85,1295,2808,1741,2080,930,3726,683,1295,14558
70,86,1293,2737,1710,1990,902,3577,659,1260,14128
70,87,1217,2615,1621,1841,839,3333,616,1190,13272
70,88,1227,2630,1618,1868,845,3377,625,1212,13402
70,89,1290,2859,1772,2063,936,3714,673,1321,14628
70,90,1294,2918,1788,2103,958,3762,673,1339,14835
71,1,1133,2672,1618,1832,847,3370,584,1123,13179
71,2,1148,2666,1587,1905,840,3569,611,1144,13470
71,3,1247,2941,1753,2147,952,3934,672,1288,14934
71,4,1231,2778,1674,2032,903,3660,661,1232,14171
71,5,1188,2687,1641,2016,891,3544,645,1197,13809
71,6,1153,2637,1600,1960,865,3472,621,1171,13479
71,7,1141,2564,1547,1869,835,3268,610,1149,12983
71,8,1132,2516,1535,1800,815,3259,593,1122,12772
71,9,1099,2437,1444,1708,775,3153,575,1066,12257
71,10,1215,2636,1585,1943,860,3537,608,1158,13542
71,11,1183,2739,1606,2005,873,3499,616,1210,13731
71,12,1162,2633,1556,1941,845,3460,624,1173,13394
71,13,1198,2674,1612,1998,881,3537,630,1192,13722
71,14,1164,2587,1591,1885,856,3393,603,1157,13236
71,15,1072,2426,1448,1707,794,3105,550,1073,12175
71,16,1046,2368,1393,1662,778,3067,546,1044,11904
71,17,1110,2556,1512,1869,849,3386,591,1181,13054
71,18,1114,2482,1484,1841,837,3299,597,1130,12784
71,19,1137,2509,1514,1862,850,3353,603,1145,12973
71,20,1106,2622,1531,1912,857,3384,605,1183,13200
71,21,1147,2528,1557,1866,849,3316,599,1133,12995
71,22,1126,2406,1434,1720,789,3105,570,1061,12211
71,23,1101,2437,1438,1728,789,3175,561,1042,12271
71,24,1154,2571,1533,1914,857,3389,618,1145,13181
71,25,1145,2558,1521,1877,848,3329,617,1131,13026
71,26,1149,2564,1544,1925,855,3402,616,1149,13204
71,27,1167,2588,1524,1903,852,3361,605,1152,13152
71,28,1137,2591,1522,1869,852,3330,602,1168,13071
71,29,1079,2558,1466,1784,798,3219,576,1127,12607
71,30,1080,2493,1447,1753,781,3154,586,1097,12391
71,31,1188,2630,1563,1882,834,3496,612,1156,13361
71,32,1242,2742,1640,2050,898,3679,653,1232,14136
71,33,1184,2632,1583,1957,869,3449,635,1195,13504
71,34,1195,2608,1566,1916,861,3392,619,1174,13331
71,35,1268,2639,1569,1922,861,3393,624,1167,13443
71,36,1245,2561,1576,1877,850,3361,614,1157,13241
71,37,1194,2490,1500,1751,797,3216,579,1090,12617
71,38,1130,2471,1438,1753,781,3150,573,1064,12360
71,39,1202,2625,1591,1949,868,3451,629,1182,13497
71,40,1209,2714,1637,1969,878,3440,633,1199,13679
71,41,1212,2661,1616,1951,877,3473,620,1180,13590
71,42,1250,2655,1631,1936,870,3406,626,1172,13546
71,43,1228,2603,1602,1894,855,3426,605,1155,13368
71,44,1135,2493,1497,1732,794,3180,504,1077,12412
71,45,1120,2410,1406,1684,765,3080,548,1048,12061
71,46,1208,2474,1484,1834,833,3325,599,1123,12880
71,47,1131,2589,1524,1893,843,3337,604,1157,13078
71,48,1135,2612,1558,1956,872,3464,601,1175,13373
71,49,1167,2535,1538,1886,839,3294,615,1166,13040
71,50,1159,2491,1520,1830,825,3280,583,1134,12822
71,51,1167,2482,1471,1767,792,3176,562,1093,12510
71,52,1140,2444,1443,1747,784,3175,570,1070,12373
71,53,1215,2597,1560,1943,861,3460,629,1172,13437
71,54,1199,2547,1532,1898,844,3342,611,1158,13131
71,55,1217,2591,1548,1925,855,3421,604,1178,13339
71,56,1321,2581,1571,1924,853,3412,622,1215,13499
71,57,1269,2519,1535,1854,838,3344,599,1181,13139
71,58,1161,2502,1511,1773,805,3205,574,1132,12663
71,59,1131,2453,1449,1764,792,3167,579,1120,12455
71,60,1166,2556,1529,1901,850,3368,608,1188,13166
71,61,1118,2678,1547,1941,850,3543,636,1183,13496
71,62,1180,2768,1625,2052,879,3601,646,1234,13985
71,63,1169,2813,1679,2071,901,3661,646,1229,14169
71,64,1167,2717,1614,1994,872,3575,636,1213,13788
71,65,1187,2625,1563,1897,843,3463,622,1174,13374
71,66,1186,2632,1566,1869,843,3475,610,1163,13344
71,67,1164,2594,1517,1787,811,3252,587,1114,12826
71,68,1130,2633,1551,1897,851,3397,617,1161,13237
71,69,1136,2629,1532,1882,843,3341,610,1155,13128
71,70,1129,2585,1526,1893,841,3332,608,1157,13071
71,71,1142,2577,1530,1854,839,3297,607,1155,13001
71,72,1106,2508,1484,1759,810,3151,581,1115,12514
71,73,1108,2443,1480,1711,793,3143,567,1094,12339
71,74,1063,2340,1363,1595,731,2932,556,1038,11618
71,75,1118,2489,1486,1810,823,3249,608,1147,12730
71,76,1130,2518,1514,1830,822,3232,604,1159,12809
71,77,1123,2572,1522,1856,833,3277,601,1169,12953
71,78,1109,2521,1500,1841,821,3226,599,1159,12776
71,79,1092,2508,1545,1813,820,3204,581,1133,12696
71,80,1078,2468,1479,1753,791,3239,567,1082,12457
71,81,1092,2511,1450,1767,779,3192,568,1089,12448
71,82,1131,2616,1544,1915,839,3374,599,1162,13180
71,83,1124,2535,1501,1870,822,3291,613,1153,12909
71,84,1148,2577,1547,1887,842,3371,609,1151,13132
71,85,1144,2544,1522,1867,824,3313,612,1150,12976
71,86,1164,2555,1546,1831,821,3264,619,1139,12939
71,87,1110,2467,1488,1711,779,3091,562,1080,12288
71,88,1084,2423,1439,1692,767,3046,556,1072,12079
71,89,1137,2592,1564,1858,832,3297,596,1154,13030
71,90,1148,2644,1566,1895,848,3344,596,1171,13212
72,1,1033,2474,1462,1693,765,3128,542,1022,12119
72,2,1052,2439,1424,1746,761,3276,559,1021,12278
72,3,1140,2659,1571,1949,845,3572,608,1145,13489
72,4,1125,2498,1486,1834,800,3293,591,1096,12723
72,5,1085,2408,1444,1818,789,3154,577,1059,12334
72,6,1041,2385,1411,1765,766,3124,559,1031,12082
72,7,1040,2349,1373,1700,748,3003,540,1026,11779
72,8,1026,2316,1370,1634,734,2993,547,1008,11628
72,9,1002,2233,1292,1557,702,2878,531,961,11156
72,10,1099,2363,1404,1751,769,3091,555,1023,12055
72,11,1075,2455,1395,1800,779,3150,567,1064,12285
72,12,1052,2357,1363,1747,751,3074,573,1032,11949
72,13,1080,2430,1428,1793,793,3195,572,1056,12347
72,14,1052,2372,1417,1712,768,3079,551,1034,11985
72,15,986,2227,1292,1557,720,2865,509,964,11120
72,16,955,2167,1266,1517,696,2780,507,933,10821
72,17,997,2315,1317,1686,740,3021,539,1019,11634
72,18,1024,2236,1308,1651,733,2946,545,995,11438
72,19,1019,2256,1326,1671,744,2977,549,1009,11551
72,20,994,2361,1345,1714,753,3024,545,1033,11769
72,21,1039,2302,1381,1692,757,3035,535,1007,11748
72,22,1042,2225,1285,1575,716,2874,528,960,11205
72,23,1002,2218,1283,1577,711,2892,522,947,11152
72,24,1050,2301,1341,1716,758,3055,553,1018,11792
72,25,1033,2277,1335,1684,744,2975,553,999,11600
72,26,1038,2300,1360,1725,753,3048,550,1023,11797
72,27,1041,2297,1327,1696,748,2996,534,1016,11655
72,28,1021,2333,1338,1680,748,2990,534,1032,11676
72,29,985,2350,1304,1623,716,2932,525,1004,11439
72,30,975,2248,1278,1588,698,2843,538,980,11148
72,31,1082,2397,1389,1723,749,3154,560,1037,12091
72,32,1117,2463,1444,1852,795,3285,590,1090,12636
72,33,1071,2358,1388,1757,756,3049,575,1053,12007
72,34,1071,2339,1368,1713,758,2987,561,1030,11827
72,35,1154,2348,1367,1718,753,2993,566,1029,11928
72,36,1133,2333,1400,1692,760,3022,563,1023,11926
72,37,1098,2306,1350,1613,728,2956,537,978,11566
72,38,1019,2231,1272,1586,701,2822,531,946,11108
72,39,1085,2358,1395,1758,768,3072,578,1047,12061
72,40,1100,2433,1444,1772,776,3058,575,1065,12223
72,41,1082,2386,1423,1752,768,3089,566,1038,12104
72,42,1128,2388,1438,1741,767,3022,566,1034,12084
72,43,1119,2386,1430,1718,774,3097,544,1028,12096
72,44,1058,2301,1360,1590,723,2915,514,968,11429
72,45,1035,2214,1267,1538,693,2804,486,926,10963
72,46,1110,2223,1312,1653,737,2967,542,980,11524
72,47,1030,2328,1336,1699,740,2966,549,1008,11656
72,48,1031,2321,1351,1746,768,3107,550,1022,11896
72,49,1064,2284,1355,1702,742,2951,563,1022,11683
72,50,1064,2275,1345,1654,733,2972,533,1017,11593
72,51,1072,2292,1314,1615,714,2943,521,984,11455
72,52,1054,2205,1273,1581,697,2878,524,961,11173
72,53,1100,2315,1365,1739,752,3069,564,1037,11941
72,54,1049,2278,1334,1699,746,2955,555,1024,11640
72,55,1096,2317,1347,1723,755,3032,552,1046,11868
72,56,1198,2311,1374,1730,748,3044,557,1081,12043
72,57,1161,2294,1355,1669,742,3009,539,1047,11816
72,58,1068,2301,1341,1614,728,2932,527,1016,11527
72,59,1035,2219,1288,1595,698,2842,533,1006,11216
72,60,1048,2280,1336,1704,747,2983,557,1049,11704
72,61,1004,2403,1353,1744,753,3134,579,1051,12021
72,62,1064,2485,1427,1853,788,3226,592,1092,12527
72,63,1062,2538,1477,1871,803,3280,588,1090,12709
72,64,1043,2430,1426,1801,776,3236,580,1077,12369
72,65,1070,2387,1394,1714,756,3152,568,1043,12084
72,66,1090,2443,1413,1715,769,3229,563,1053,12275
72,67,1048,2357,1352,1629,730,2937,536,998,11587
72,68,1026,2351,1363,1708,753,3018,558,1027,11804
72,69,1019,2337,1348,1678,741,2974,545,1018,11660
72,70,1004,2311,1333,1688,737,2946,543,1020,11582
72,71,1021,2297,1335,1659,738,2945,538,1008,11541
72,72,997,2290,1311,1588,720,2834,519,990,11249
72,73,1002,2251,1311,1545,707,2847,521,973,11157
72,74,973,2152,1230,1462,662,2647,506,937,10569
72,75,1002,2239,1316,1637,729,2912,550,1012,11397
72,76,1016,2256,1336,1649,728,2860,546,1022,11413
72,77,1006,2297,1331,1669,732,2917,538,1022,11512
72,78,994,2266,1319,1657,726,2880,540,1015,11397
72,79,1005,2296,1381,1641,735,2915,528,1011,11512
72,80,985,2295,1332,1612,719,2976,524,979,11422
72,81,989,2292,1280,1607,702,2878,523,985,11256
72,82,1014,2344,1345,1721,741,2987,543,1032,11727
72,83,1021,2271,1296,1683,728,2923,560,1028,11510
72,84,1034,2292,1343,1690,742,2987,555,1019,11662
72,85,1030,2284,1329,1669,732,2944,561,1017,11566
72,86,1058,2337,1373,1651,734,2948,551,1018,11670
72,87,1015,2283,1349,1571,712,2826,515,974,11245
72,88,978,2207,1284,1534,684,2729,506,953,10875
72,89,1022,2319,1368,1660,734,2911,538,1016,11568
72,90,1041,2368,1369,1700,749,2963,543,1037,11770
73,1,965,2301,1328,1573,701,2872,520,937,11197
73,2,978,2261,1305,1625,700,3015,525,940,11349
73,3,1077,2446,1427,1805,773,3269,575,1054,12426
73,4,1060,2307,1348,1699,729,2983,552,1009,11687
73,5,1024,2228,1320,1685,711,2887,538,977,11370
73,6,975,2185,1272,1621,702,2823,521,947,11046
73,7,964,2175,1246,1568,679,2742,512,943,10829
73,8,957,2140,1235,1505,664,2741,505,918,10665
73,9,947,2081,1184,1460,652,2654,502,899,10379
73,10,1037,2187,1277,1600,702,2883,519,948,11153
73,11,1015,2250,1275,1667,720,2877,530,976,11310
73,12,983,2166,1236,1616,700,2846,540,950,11037
73,13,1002,2225,1295,1654,718,2945,540,966,11345
73,14,986,2192,1293,1582,702,2825,518,948,11046
73,15,928,2070,1179,1441,655,2639,475,877,10264
73,16,903,2006,1147,1416,637,2564,479,860,10012
73,17,928,2131,1193,1556,676,2799,506,920,10709
73,18,944,2052,1192,1525,665,2659,514,914,10465
73,19,956,2069,1206,1540,673,2720,511,926,10601
73,20,927,2152,1217,1571,680,2760,502,939,10748
73,21,961,2130,1251,1560,690,2753,499,918,10762
73,22,982,2065,1173,1459,650,2614,490,887,10320
73,23,927,2062,1179,1467,651,2681,489,882,10338
73,24,978,2118,1221,1589,687,2764,520,943,10820
73,25,974,2082,1210,1555,674,2704,521,919,10639
73,26,979,2118,1232,1596,684,2772,518,943,10842
73,27,976,2099,1206,1553,674,2693,493,923,10617
73,28,942,2133,1196,1539,677,2708,498,929,10622
73,29,919,2153,1172,1491,658,2668,479,906,10446
73,30,913,2079,1171,1474,644,2606,500,902,10289
73,31,1012,2208,1276,1577,692,2887,521,954,11127
73,32,1042,2272,1315,1710,722,3009,555,1001,11626
73,33,1006,2170,1259,1621,684,2790,539,965,11034
73,34,1012,2135,1246,1584,689,2712,524,943,10845
73,35,1095,2153,1244,1591,686,2714,537,940,10960
73,36,1036,2163,1270,1562,692,2766,520,935,10944
73,37,1033,2148,1240,1502,666,2698,501,899,10687
73,38,975,2057,1174,1453,646,2589,498,878,10270
73,39,1028,2185,1280,1629,700,2828,544,968,11162
73,40,1039,2265,1328,1648,710,2808,537,987,11322
73,41,1022,2203,1306,1623,709,2830,531,953,11177
73,42,1054,2205,1323,1612,706,2767,532,953,11152
73,43,1033,2224,1328,1594,711,2848,510,947,11195
73,44,1008,2157,1254,1482,673,2696,483,893,10646
73,45,1020,2048,1178,1421,640,2575,480,854,10216
73,46,1056,2060,1194,1526,673,2696,513,893,10611
73,47,974,2140,1212,1566,669,2690,514,917,10682
73,48,981,2134,1216,1608,696,2831,517,932,10915
73,49,1010,2111,1239,1572,680,2690,529,938,10769
73,50,995,2107,1216,1531,672,2720,495,924,10660
73,51,1007,2119,1192,1492,658,2670,486,904,10528
73,52,1003,2042,1166,1467,647,2632,489,888,10334
73,53,1034,2133,1245,1607,690,2808,533,952,11002
73,54,992,2092,1209,1564,673,2696,516,939,10681
73,55,1037,2137,1225,1589,687,2768,519,963,10925
73,56,1127,2118,1242,1592,682,2784,529,1003,11077
73,57,1058,2115,1225,1550,674,2735,497,965,10819
73,58,1005,2117,1210,1487,664,2666,489,938,10576
73,59,973,2051,1177,1482,644,2603,497,923,10350
73,60,983,2088,1215,1583,676,2737,524,962,10768
73,61,926,2191,1225,1626,689,2856,542,964,11019
73,62,994,2301,1313,1732,725,2962,558,1002,11587
73,63,988,2357,1361,1740,740,3023,554,1007,11770
73,64,986,2268,1314,1678,718,2973,552,990,11479
73,65,992,2218,1263,1582,700,2847,527,948,11077
73,66,1015,2281,1288,1602,711,2990,530,972,11389
73,67,979,2196,1258,1524,675,2722,509,929,10792
73,68,959,2176,1250,1578,690,2762,525,948,10888
73,69,952,2167,1212,1552,677,2697,515,941,10713
73,70,947,2135,1211,1565,672,2687,518,949,10684
73,71,938,2125,1211,1527,668,2643,513,917,10542
73,72,931,2110,1192,1462,655,2581,487,897,10315
73,73,924,2071,1174,1412,641,2571,481,881,10155
73,74,923,2000,1131,1363,610,2442,479,868,9816
73,75,944,2080,1207,1509,665,2649,519,930,10503
73,76,952,2093,1212,1528,662,2598,506,936,10487
73,77,939,2118,1213,1543,665,2640,507,932,10557
73,78,928,2101,1200,1524,660,2612,505,926,10456
73,79,939,2126,1266,1511,671,2670,491,920,10594
73,80,921,2127,1221,1498,662,2735,494,899,10557
73,81,939,2111,1181,1497,645,2654,497,913,10437
73,82,950,2158,1241,1595,677,2722,507,950,10800
73,83,954,2104,1200,1564,663,2672,534,949,10640
73,84,968,2110,1229,1565,683,2717,517,939,10728
73,85,967,2097,1205,1548,666,2656,521,933,10593
73,86,993,2163,1254,1527,672,2671,507,934,10721
73,87,952,2127,1235,1451,654,2590,479,898,10386
73,88,915,2044,1178,1426,629,2496,476,878,10042
73,89,957,2143,1251,1539,675,2645,504,934,10648
73,90,978,2187,1262,1574,687,2694,509,957,10848
74,1,1017,2021,1106,1479,631,2722,462,831,10269
74,2,950,2177,1262,1567,671,2885,510,906,10928
74,3,1039,2336,1381,1734,736,3106,549,1011,11892
74,4,1033,2206,1290,1630,693,2838,532,965,11187
74,5,986,2145,1268,1604,678,2761,519,941,10902
74,6,945,2082,1209,1555,665,2685,501,907,10549
74,7,927,2071,1184,1501,642,2595,483,902,10305
74,8,917,2023,1156,1429,624,2569,484,867,10069
74,9,933,2010,1136,1390,623,2555,489,878,10014
74,10,1017,2087,1214,1542,667,2756,502,908,10693
74,11,999,2136,1198,1588,649,2722,508,938,10738
74,12,957,2062,1172,1547,662,2702,520,909,10531
74,13,976,2112,1233,1590,684,2767,524,926,10812
74,14,954,2085,1229,1516,665,2680,499,901,10529
74,15,897,1957,1106,1369,616,2451,452,829,9677
74,16,884,1919,1099,1353,610,2448,462,831,9606
74,17,898,2028,1136,1479,641,2610,482,884,10158
74,18,912,1945,1132,1452,631,2514,498,875,9959
74,19,921,1965,1142,1472,639,2590,493,884,10106
74,20,897,2027,1146,1488,643,2575,485,888,10149
74,21,921,2022,1183,1482,649,2597,482,867,10203
74,22,946,1966,1107,1393,612,2461,475,849,9809
74,23,902,1975,1132,1418,627,2542,475,851,9922
74,24,949,2021,1158,1523,654,2634,502,902,10343
74,25,955,1990,1143,1488,641,2560,502,877,10156
74,26,956,2011,1175,1527,652,2635,496,906,10358
74,27,938,1978,1138,1480,638,2551,471,872,10066
74,28,905,2009,1126,1456,637,2524,475,865,9997
74,29,880,2020,1093,1407,618,2493,467,854,9832
74,30,885,1990,1115,1415,620,2474,481,870,9850
74,31,980,2113,1216,1515,657,2767,504,912,10664
74,32,1004,2167,1257,1645,685,2862,532,955,11107
74,33,975,2066,1199,1557,654,2657,513,926,10547
74,34,986,2038,1184,1512,656,2571,505,899,10351
74,35,1060,2059,1170,1522,649,2568,516,897,10441
74,36,1000,2063,1200,1490,654,2621,501,890,10419
74,37,999,2045,1175,1442,632,2579,480,859,10211
74,38,969,1980,1123,1396,615,2469,480,843,9875
74,39,1004,2097,1227,1573,669,2711,525,931,10737
74,40,1011,2178,1271,1580,681,2686,523,948,10878
74,41,982,2104,1249,1560,679,2708,513,912,10707
74,42,1026,2116,1263,1553,675,2646,517,918,10714
74,43,995,2120,1273,1533,677,2723,491,902,10714
74,44,980,2059,1194,1419,639,2565,461,853,10170
74,45,991,1959,1126,1368,611,2456,466,822,9799
74,46,1023,1964,1139,1463,638,2565,493,859,10144
74,47,947,2029,1149,1493,633,2542,493,872,10158
74,48,950,2017,1152,1527,649,2673,500,888,10356
74,49,983,2010,1174,1500,643,2547,510,898,10265
74,50,965,2002,1156,1461,637,2569,477,872,10139
74,51,967,1999,1118,1423,621,2513,464,849,9954
74,52,979,1951,1120,1410,613,2516,473,856,9918
74,53,1003,2044,1186,1542,658,2684,512,915,10544
74,54,977,1991,1146,1490,640,2556,498,899,10197
74,55,1007,2029,1161,1510,651,2627,502,913,10400
74,56,1083,2027,1182,1530,652,2656,505,957,10592
74,57,1017,2003,1152,1461,636,2583,476,907,10235
74,58,959,2006,1143,1412,623,2482,462,894,9981
74,59,934,1965,1125,1425,615,2489,485,888,9926
74,60,958,1994,1161,1514,644,2614,507,924,10316
74,61,913,2096,1169,1550,655,2710,522,926,10541
74,62,964,2214,1254,1666,692,2838,540,965,11133
74,63,959,2259,1298,1674,708,2889,535,971,11293
74,64,952,2176,1252,1606,684,2855,534,952,11011
74,65,968,2105,1185,1502,658,2672,508,903,10501
74,66,986,2175,1217,1531,675,2838,512,924,10858
74,67,952,2118,1213,1477,647,2622,494,904,10427
74,68,935,2083,1199,1527,657,2642,511,913,10467
74,69,934,2067,1159,1501,645,2573,499,901,10279
74,70,917,2032,1142,1486,638,2540,499,918,10172
74,71,908,2016,1140,1452,633,2484,492,870,9995
74,72,898,1997,1119,1385,617,2428,469,846,9759
74,73,885,1952,1098,1329,599,2392,460,823,9538
74,74,898,1915,1084,1313,587,2339,466,842,9444
74,75,910,1985,1146,1447,630,2520,501,892,10031
74,76,923,1998,1153,1458,627,2460,485,897,10001
74,77,907,2012,1145,1470,628,2492,489,885,10028
74,78,899,1993,1145,1454,625,2464,488,884,9952
74,79,908,2030,1197,1450,637,2505,470,872,10069
74,80,891,2043,1156,1425,626,2585,473,855,10054
74,81,914,2027,1126,1447,614,2542,482,885,10037
74,82,922,2057,1184,1523,647,2586,488,908,10315
74,83,940,2018,1144,1497,633,2547,517,913,10209
74,84,938,2020,1169,1504,648,2590,498,896,10263
74,85,930,2009,1142,1480,632,2521,502,893,10109
74,86,961,2067,1191,1461,637,2526,492,891,10226
74,87,926,2026,1175,1396,621,2450,460,857,9911
74,88,896,1961,1129,1365,603,2384,462,846,9646
74,89,929,2059,1190,1467,644,2507,486,892,10174
74,90,943,2091,1198,1506,658,2576,497,914,10383
75,1,937,2185,1265,1501,641,2698,489,895,10611
75,2,942,2134,1238,1547,659,2843,506,898,10767
75,3,1027,2301,1342,1709,719,3028,543,995,11664
75,4,1022,2163,1268,1601,677,2772,524,946,10973
75,5,976,2107,1246,1574,662,2703,513,927,10708
75,6,936,2039,1177,1522,650,2611,492,891,10318
75,7,921,2022,1155,1467,624,2529,478,882,10078
75,8,910,1964,1119,1390,606,2486,471,848,9794
75,9,932,1976,1122,1390,612,2514,486,868,9900
75,10,1013,2048,1179,1519,651,2701,497,896,10504
75,11,988,2072,1172,1555,660,2629,498,917,10491
75,12,954,2022,1147,1514,645,2637,509,893,10321
75,13,966,2059,1206,1560,667,2705,515,913,10591
75,14,937,2033,1195,1477,646,2592,489,882,10251
75,15,878,1894,1071,1331,594,2364,444,800,9376
75,16,880,1876,1072,1329,596,2395,455,819,9422
75,17,884,1973,1107,1435,623,2526,471,870,9889
75,18,906,1901,1107,1422,617,2443,488,862,9746
75,19,898,1923,1111,1439,623,2499,483,860,9836
75,20,887,1946,1109,1438,624,2504,477,864,9849
75,21,920,1955,1146,1440,630,2510,468,843,9912
75,22,935,1911,1073,1355,593,2378,466,826,9537
75,23,901,1945,1111,1396,615,2487,471,839,9765
75,24,920,1974,1131,1484,636,2528,490,885,10048
75,25,949,1943,1114,1461,627,2497,496,861,9948
75,26,945,1966,1151,1495,636,2562,486,893,10134
75,27,915,1929,1107,1441,618,2489,458,848,9805
75,28,888,1938,1080,1403,610,2432,462,832,9645
75,29,863,1952,1051,1361,595,2399,455,823,9499
75,30,877,1951,1092,1390,590,2419,475,854,9648
75,31,970,2069,1192,1491,641,2710,498,900,10471
75,32,973,2127,1230,1605,670,2793,524,935,10857
75,33,971,2023,1168,1527,639,2599,507,901,10335
75,34,984,1994,1162,1482,642,2506,494,879,10143
75,35,1048,2006,1141,1481,629,2490,505,873,10173
75,36,991,2003,1161,1451,633,2544,494,865,10142
75,37,980,1992,1145,1408,613,2514,471,840,9963
75,38,962,1935,1106,1373,602,2417,476,836,9707
75,39,988,2068,1208,1548,657,2661,517,919,10566
75,40,992,2133,1247,1559,663,2629,512,933,10668
75,41,978,2073,1228,1526,663,2654,503,893,10518
75,42,1019,2076,1242,1533,661,2594,510,902,10537
75,43,983,2070,1243,1502,660,2658,485,883,10484
75,44,967,2010,1167,1395,621,2518,455,837,9970
75,45,989,1910,1110,1342,597,2401,457,808,9614
75,46,1012,1921,1118,1427,622,2491,487,847,9925
75,47,945,1981,1118,1454,615,2468,481,852,9914
75,48,942,1963,1118,1486,628,2586,490,862,10075
75,49,972,1966,1149,1468,628,2485,503,879,10050
75,50,946,1951,1119,1418,616,2490,467,852,9859
75,51,941,1931,1080,1383,598,2419,462,826,9640
75,52,978,1915,1085,1389,602,2462,467,839,9737
75,53,997,1998,1165,1512,644,2628,501,892,10337
75,54,981,1945,1116,1451,622,2505,488,873,9981
75,55,992,1984,1132,1481,633,2551,490,893,10156
75,56,1078,1987,1153,1495,636,2599,493,933,10374
75,57,1000,1946,1102,1422,614,2491,464,881,9920
75,58,942,1945,1093,1372,598,2414,456,867,9687
75,59,932,1927,1103,1410,600,2448,480,878,9778
75,60,950,1959,1132,1485,628,2557,498,908,10117
75,61,908,2062,1141,1522,638,2624,511,912,10318
75,62,951,2174,1226,1631,674,2781,531,945,10913
75,63,946,2211,1272,1645,694,2832,526,954,11080
75,64,937,2123,1225,1583,666,2796,518,932,10780
75,65,951,2050,1145,1465,636,2578,496,874,10195
75,66,954,2118,1185,1497,654,2751,504,904,10567
75,67,946,2085,1194,1452,636,2586,494,894,10287
75,68,924,2041,1173,1506,644,2586,502,897,10273
75,69,924,2033,1131,1470,630,2520,490,886,10084
75,70,903,1984,1117,1454,621,2460,485,872,9896
75,71,896,1966,1107,1415,613,2394,483,847,9721
75,72,879,1937,1076,1351,596,2345,459,818,9461
75,73,876,1884,1053,1274,575,2294,450,795,9201
75,74,891,1883,1060,1290,574,2284,462,835,9279
75,75,898,1944,1117,1416,615,2450,491,872,9803
75,76,906,1957,1121,1427,610,2388,477,876,9762
75,77,887,1959,1112,1434,608,2408,479,867,9754
75,78,867,1941,1110,1415,607,2393,478,861,9672
75,79,898,1981,1164,1413,618,2432,462,850,9818
75,80,880,1986,1119,1389,606,2503,462,833,9778
75,81,903,1981,1104,1415,601,2490,472,870,9836
75,82,911,2013,1156,1489,628,2527,477,888,10089
75,83,921,1977,1123,1477,618,2487,505,897,10005
75,84,931,1968,1146,1471,632,2532,486,874,10040
75,85,909,1968,1119,1446,615,2441,495,874,9867
75,86,940,2027,1158,1424,619,2472,485,870,9995
75,87,909,1974,1141,1362,603,2382,454,840,9665
75,88,891,1929,1112,1345,588,2338,458,836,9497
75,89,915,2015,1168,1437,623,2441,479,872,9950
75,90,925,2042,1167,1475,642,2500,490,892,10133
76,1,925,2121,1228,1473,621,2618,465,875,10326
76,2,950,2145,1247,1554,658,2845,508,905,10812
76,3,1022,2285,1335,1703,713,3011,539,995,11603
76,4,1017,2151,1267,1595,675,2759,520,944,10928
76,5,981,2112,1243,1564,661,2705,510,933,10709
76,6,935,2033,1173,1514,645,2594,491,895,10280
76,7,924,2002,1147,1454,617,2506,474,876,10000
76,8,915,1941,1106,1374,596,2453,467,842,9694
76,9,927,1973,1124,1399,608,2518,489,874,9912
76,10,1012,2043,1176,1515,644,2692,498,895,10475
76,11,979,2044,1165,1530,638,2600,497,913,10366
76,12,955,2009,1141,1506,638,2623,508,893,10273
76,13,966,2057,1202,1561,660,2704,515,922,10587
76,14,935,2014,1185,1462,638,2558,481,877,10150
76,15,871,1864,1061,1308,582,2317,440,790,9233
