Hours,Scenarios,CT,ME,NEMASSBOST,NH,RI,SEMASS,VT,WCMASS,Total
1,1,971,2319,1346,1690,700,2908,529,989,11452
1,2,1015,2398,1360,1710,717,2938,535,1011,11684
1,3,1014,2372,1365,1697,712,3005,533,991,11689
1,4,965,2301,1328,1573,701,2872,520,937,11197
1,5,978,2261,1305,1625,700,3015,525,940,11349
1,6,1077,2446,1427,1805,773,3269,575,1054,12426
1,7,1060,2307,1348,1699,729,2983,552,1009,11687
1,8,1024,2228,1320,1685,711,2887,538,977,11370
1,9,975,2185,1272,1621,702,2823,521,947,11046
1,10,964,2175,1246,1568,679,2742,512,943,10829
1,11,957,2140,1235,1505,664,2741,505,918,10665
1,12,947,2081,1184,1460,652,2654,502,899,10379
1,13,1037,2187,1277,1600,702,2883,519,948,11153
1,14,1015,2250,1275,1667,720,2877,530,976,11310
1,15,983,2166,1236,1616,700,2846,540,950,11037
1,16,1002,2225,1295,1654,718,2945,540,966,11345
1,17,986,2192,1293,1582,702,2825,518,948,11046
1,18,928,2070,1179,1441,655,2639,475,877,10264
1,19,903,2006,1147,1416,637,2564,479,860,10012
1,20,928,2131,1193,1556,676,2799,506,920,10709
1,21,944,2052,1192,1525,665,2659,514,914,10465
1,22,956,2069,1206,1540,673,2720,511,926,10601
1,23,927,2152,1217,1571,680,2760,502,939,10748
1,24,961,2130,1251,1560,690,2753,499,918,10762
1,25,982,2065,1173,1459,650,2614,490,887,10320
1,26,927,2062,1179,1467,651,2681,489,882,10338
1,27,978,2118,1221,1589,687,2764,520,943,10820
1,28,974,2082,1210,1555,674,2704,521,919,10639
1,29,979,2118,1232,1596,684,2772,518,943,10842
1,30,976,2099,1206,1553,674,2693,493,923,10617
1,31,1021,2254,1324,1639,708,2922,535,1010,11413
1,32,996,2238,1308,1605,706,2913,527,984,11277
1,33,985,2224,1267,1565,691,2787,518,951,10988
1,34,1012,2208,1276,1577,692,2887,521,954,11127
1,35,1042,2272,1315,1710,722,3009,555,1001,11626
1,36,1006,2170,1259,1621,684,2790,539,965,11034
1,37,1012,2135,1246,1584,689,2712,524,943,10845
1,38,1095,2153,1244,1591,686,2714,537,940,10960
1,39,1036,2163,1270,1562,692,2766,520,935,10944
1,40,1033,2148,1240,1502,666,2698,501,899,10687
1,41,975,2057,1174,1453,646,2589,498,878,10270
1,42,1028,2185,1280,1629,700,2828,544,968,11162
1,43,1039,2265,1328,1648,710,2808,537,987,11322
1,44,1022,2203,1306,1623,709,2830,531,953,11177
1,45,1054,2205,1323,1612,706,2767,532,953,11152
1,46,1033,2224,1328,1594,711,2848,510,947,11195
1,47,1008,2157,1254,1482,673,2696,483,893,10646
1,48,1020,2048,1178,1421,640,2575,480,854,10216
1,49,1056,2060,1194,1526,673,2696,513,893,10611
1,50,974,2140,1212,1566,669,2690,514,917,10682
1,51,981,2134,1216,1608,696,2831,517,932,10915
1,52,1010,2111,1239,1572,680,2690,529,938,10769
1,53,995,2107,1216,1531,672,2720,495,924,10660
1,54,1007,2119,1192,1492,658,2670,486,904,10528
1,55,1003,2042,1166,1467,647,2632,489,888,10334
1,56,1034,2133,1245,1607,690,2808,533,952,11002
1,57,992,2092,1209,1564,673,2696,516,939,10681
1,58,1037,2137,1225,1589,687,2768,519,963,10925
1,59,1127,2118,1242,1592,682,2784,529,1003,11077
1,60,1058,2115,1225,1550,674,2735,497,965,10819
1,61,930,2133,1214,1511,667,2674,498,900,10527
1,62,909,2108,1176,1455,646,2606,496,872,10268
1,63,939,2125,1172,1480,642,2627,512,899,10396
1,64,926,2191,1225,1626,689,2856,542,964,11019
1,65,994,2301,1313,1732,725,2962,558,1002,11587
1,66,988,2357,1361,1740,740,3023,554,1007,11770
1,67,986,2268,1314,1678,718,2973,552,990,11479
1,68,992,2218,1263,1582,700,2847,527,948,11077
1,69,1015,2281,1288,1602,711,2990,530,972,11389
1,70,979,2196,1258,1524,675,2722,509,929,10792
1,71,959,2176,1250,1578,690,2762,525,948,10888
1,72,952,2167,1212,1552,677,2697,515,941,10713
1,73,947,2135,1211,1565,672,2687,518,949,10684
1,74,938,2125,1211,1527,668,2643,513,917,10542
1,75,931,2110,1192,1462,655,2581,487,897,10315
1,76,924,2071,1174,1412,641,2571,481,881,10155
1,77,923,2000,1131,1363,610,2442,479,868,9816
1,78,944,2080,1207,1509,665,2649,519,930,10503
1,79,952,2093,1212,1528,662,2598,506,936,10487
1,80,939,2118,1213,1543,665,2640,507,932,10557
1,81,928,2101,1200,1524,660,2612,505,926,10456
1,82,939,2126,1266,1511,671,2670,491,920,10594
1,83,921,2127,1221,1498,662,2735,494,899,10557
1,84,939,2111,1181,1497,645,2654,497,913,10437
1,85,950,2158,1241,1595,677,2722,507,950,10800
1,86,954,2104,1200,1564,663,2672,534,949,10640
1,87,968,2110,1229,1565,683,2717,517,939,10728
1,88,967,2097,1205,1548,666,2656,521,933,10593
1,89,993,2163,1254,1527,672,2671,507,934,10721
1,90,952,2127,1235,1451,654,2590,479,898,10386
2,1,949,2226,1286,1616,672,2796,513,951,11009
2,2,986,2304,1297,1644,686,2803,518,976,11214
2,3,980,2261,1302,1621,687,2846,510,944,11151
2,4,957,2071,1214,1488,672,2451,462,831,10146
2,5,950,2177,1262,1567,671,2885,510,906,10928
2,6,1039,2336,1381,1734,736,3106,549,1011,11892
2,7,1033,2206,1290,1630,693,2838,532,965,11187
2,8,986,2145,1268,1604,678,2761,519,941,10902
2,9,945,2082,1209,1555,665,2685,501,907,10549
2,10,927,2071,1184,1501,642,2595,483,902,10305
2,11,917,2023,1156,1429,624,2569,484,867,10069
2,12,933,2010,1136,1390,623,2555,489,878,10014
2,13,1017,2087,1214,1542,667,2756,502,908,10693
2,14,999,2136,1198,1588,649,2722,508,938,10738
2,15,957,2062,1172,1547,662,2702,520,909,10531
2,16,976,2112,1233,1590,684,2767,524,926,10812
2,17,954,2085,1229,1516,665,2680,499,901,10529
2,18,897,1957,1106,1369,616,2451,452,829,9677
2,19,884,1919,1099,1353,610,2448,462,831,9606
2,20,898,2028,1136,1479,641,2610,482,884,10158
2,21,912,1945,1132,1452,631,2514,498,875,9959
2,22,921,1965,1142,1472,639,2590,493,884,10106
2,23,897,2027,1146,1488,643,2575,485,888,10149
2,24,921,2022,1183,1482,649,2597,482,867,10203
2,25,946,1966,1107,1393,612,2461,475,849,9809
2,26,902,1975,1132,1418,627,2542,475,851,9922
2,27,949,2021,1158,1523,654,2634,502,902,10343
2,28,955,1990,1143,1488,641,2560,502,877,10156
2,29,956,2011,1175,1527,652,2635,496,906,10358
2,30,938,1978,1138,1480,638,2551,471,872,10066
2,31,994,2161,1267,1584,677,2793,519,968,10963
2,32,968,2140,1237,1533,673,2765,508,939,10763
2,33,982,2066,1152,1500,638,2565,466,822,10191
2,34,980,2113,1216,1515,657,2767,504,912,10664
2,35,1004,2167,1257,1645,685,2862,532,955,11107
2,36,975,2066,1199,1557,654,2657,513,926,10547
2,37,986,2038,1184,1512,656,2571,505,899,10351
2,38,1060,2059,1170,1522,649,2568,516,897,10441
2,39,1000,2063,1200,1490,654,2621,501,890,10419
2,40,999,2045,1175,1442,632,2579,480,859,10211
2,41,969,1980,1123,1396,615,2469,480,843,9875
2,42,1004,2097,1227,1573,669,2711,525,931,10737
2,43,1011,2178,1271,1580,681,2686,523,948,10878
2,44,982,2104,1249,1560,679,2708,513,912,10707
2,45,1026,2116,1263,1553,675,2646,517,918,10714
2,46,995,2120,1273,1533,677,2723,491,902,10714
2,47,980,2059,1194,1419,639,2565,461,853,10170
2,48,991,1959,1126,1368,611,2456,466,822,9799
2,49,1023,1964,1139,1463,638,2565,493,859,10144
2,50,947,2029,1149,1493,633,2542,493,872,10158
2,51,950,2017,1152,1527,649,2673,500,888,10356
2,52,983,2010,1174,1500,643,2547,510,898,10265
2,53,965,2002,1156,1461,637,2569,477,872,10139
2,54,967,1999,1118,1423,621,2513,464,849,9954
2,55,979,1951,1120,1410,613,2516,473,856,9918
2,56,1003,2044,1186,1542,658,2684,512,915,10544
2,57,977,1991,1146,1490,640,2556,498,899,10197
2,58,1007,2029,1161,1510,651,2627,502,913,10400
2,59,1083,2027,1182,1530,652,2656,505,957,10592
2,60,1017,2003,1152,1461,636,2583,476,907,10235
2,61,891,2033,1144,1443,637,2523,477,856,10004
2,62,917,2012,1153,1450,633,2505,466,842,9978
2,63,910,2028,1120,1427,612,2505,500,867,9969
2,64,913,2096,1169,1550,655,2710,522,926,10541
2,65,964,2214,1254,1666,692,2838,540,965,11133
2,66,959,2259,1298,1674,708,2889,535,971,11293
2,67,952,2176,1252,1606,684,2855,534,952,11011
2,68,968,2105,1185,1502,658,2672,508,903,10501
2,69,986,2175,1217,1531,675,2838,512,924,10858
2,70,952,2118,1213,1477,647,2622,494,904,10427
2,71,935,2083,1199,1527,657,2642,511,913,10467
2,72,934,2067,1159,1501,645,2573,499,901,10279
2,73,917,2032,1142,1486,638,2540,499,918,10172
2,74,908,2016,1140,1452,633,2484,492,870,9995
2,75,898,1997,1119,1385,617,2428,469,846,9759
2,76,885,1952,1098,1329,599,2392,460,823,9538
2,77,898,1915,1084,1313,587,2339,466,842,9444
2,78,910,1985,1146,1447,630,2520,501,892,10031
2,79,923,1998,1153,1458,627,2460,485,897,10001
2,80,907,2012,1145,1470,628,2492,489,885,10028
2,81,899,1993,1145,1454,625,2464,488,884,9952
2,82,908,2030,1197,1450,637,2505,470,872,10069
2,83,891,2043,1156,1425,626,2585,473,855,10054
2,84,914,2027,1126,1447,614,2542,482,885,10037
2,85,922,2057,1184,1523,647,2586,488,908,10315
2,86,940,2018,1144,1497,633,2547,517,913,10209
2,87,938,2020,1169,1504,648,2590,498,896,10263
2,88,930,2009,1142,1480,632,2521,502,893,10109
2,89,961,2067,1191,1461,637,2526,492,891,10226
2,90,926,2026,1175,1396,621,2450,460,857,9911
3,1,942,2193,1263,1588,659,2749,500,932,10826
3,2,977,2263,1270,1617,667,2736,513,957,11000
3,3,958,2203,1262,1582,666,2764,500,919,10854
3,4,937,2185,1265,1501,641,2698,489,895,10611
3,5,942,2134,1238,1547,659,2843,506,898,10767
3,6,1027,2301,1342,1709,719,3028,543,995,11664
3,7,1022,2163,1268,1601,677,2772,524,946,10973
3,8,976,2107,1246,1574,662,2703,513,927,10708
3,9,936,2039,1177,1522,650,2611,492,891,10318
3,10,921,2022,1155,1467,624,2529,478,882,10078
3,11,910,1964,1119,1390,606,2486,471,848,9794
3,12,932,1976,1122,1390,612,2514,486,868,9900
3,13,1013,2048,1179,1519,651,2701,497,896,10504
3,14,988,2072,1172,1555,660,2629,498,917,10491
3,15,954,2022,1147,1514,645,2637,509,893,10321
3,16,966,2059,1206,1560,667,2705,515,913,10591
3,17,937,2033,1195,1477,646,2592,489,882,10251
3,18,878,1894,1071,1331,594,2364,444,800,9376
3,19,880,1876,1072,1329,596,2395,455,819,9422
3,20,884,1973,1107,1435,623,2526,471,870,9889
3,21,906,1901,1107,1422,617,2443,488,862,9746
3,22,898,1923,1111,1439,623,2499,483,860,9836
3,23,887,1946,1109,1438,624,2504,477,864,9849
3,24,920,1955,1146,1440,630,2510,468,843,9912
3,25,935,1911,1073,1355,593,2378,466,826,9537
3,26,901,1945,1111,1396,615,2487,471,839,9765
3,27,920,1974,1131,1484,636,2528,490,885,10048
3,28,949,1943,1114,1461,627,2497,496,861,9948
3,29,945,1966,1151,1495,636,2562,486,893,10134
3,30,915,1929,1107,1441,618,2489,458,848,9805
3,31,974,2120,1242,1548,662,2738,509,950,10743
3,32,948,2091,1208,1512,655,2696,496,916,10522
3,33,945,2123,1198,1491,652,2628,495,910,10442
3,34,970,2069,1192,1491,641,2710,498,900,10471
3,35,973,2127,1230,1605,670,2793,524,935,10857
3,36,971,2023,1168,1527,639,2599,507,901,10335
3,37,984,1994,1162,1482,642,2506,494,879,10143
3,38,1048,2006,1141,1481,629,2490,505,873,10173
3,39,991,2003,1161,1451,633,2544,494,865,10142
3,40,980,1992,1145,1408,613,2514,471,840,9963
3,41,962,1935,1106,1373,602,2417,476,836,9707
3,42,988,2068,1208,1548,657,2661,517,919,10566
3,43,992,2133,1247,1559,663,2629,512,933,10668
3,44,978,2073,1228,1526,663,2654,503,893,10518
3,45,1019,2076,1242,1533,661,2594,510,902,10537
3,46,983,2070,1243,1502,660,2658,485,883,10484
3,47,967,2010,1167,1395,621,2518,455,837,9970
3,48,989,1910,1110,1342,597,2401,457,808,9614
3,49,1012,1921,1118,1427,622,2491,487,847,9925
3,50,945,1981,1118,1454,615,2468,481,852,9914
3,51,942,1963,1118,1486,628,2586,490,862,10075
3,52,972,1966,1149,1468,628,2485,503,879,10050
3,53,946,1951,1119,1418,616,2490,467,852,9859
3,54,941,1931,1080,1383,598,2419,462,826,9640
3,55,978,1915,1085,1389,602,2462,467,839,9737
3,56,997,1998,1165,1512,644,2628,501,892,10337
3,57,981,1945,1116,1451,622,2505,488,873,9981
3,58,992,1984,1132,1481,633,2551,490,893,10156
3,59,1078,1987,1153,1495,636,2599,493,933,10374
3,60,1000,1946,1102,1422,614,2491,464,881,9920
3,61,880,1975,1108,1405,617,2445,468,831,9729
3,62,887,2003,1113,1394,614,2461,477,830,9779
3,63,902,1996,1100,1407,600,2456,496,858,9815
3,64,908,2062,1141,1522,638,2624,511,912,10318
3,65,951,2174,1226,1631,674,2781,531,945,10913
3,66,946,2211,1272,1645,694,2832,526,954,11080
3,67,937,2123,1225,1583,666,2796,518,932,10780
3,68,951,2050,1145,1465,636,2578,496,874,10195
3,69,954,2118,1185,1497,654,2751,504,904,10567
3,70,946,2085,1194,1452,636,2586,494,894,10287
3,71,924,2041,1173,1506,644,2586,502,897,10273
3,72,924,2033,1131,1470,630,2520,490,886,10084
3,73,903,1984,1117,1454,621,2460,485,872,9896
3,74,896,1966,1107,1415,613,2394,483,847,9721
3,75,879,1937,1076,1351,596,2345,459,818,9461
3,76,876,1884,1053,1274,575,2294,450,795,9201
3,77,891,1883,1060,1290,574,2284,462,835,9279
3,78,898,1944,1117,1416,615,2450,491,872,9803
3,79,906,1957,1121,1427,610,2388,477,876,9762
3,80,887,1959,1112,1434,608,2408,479,867,9754
3,81,867,1941,1110,1415,607,2393,478,861,9672
3,82,898,1981,1164,1413,618,2432,462,850,9818
3,83,880,1986,1119,1389,606,2503,462,833,9778
3,84,903,1981,1104,1415,601,2490,472,870,9836
3,85,911,2013,1156,1489,628,2527,477,888,10089
3,86,921,1977,1123,1477,618,2487,505,897,10005
3,87,931,1968,1146,1471,632,2532,486,874,10040
3,88,909,1968,1119,1446,615,2441,495,874,9867
3,89,940,2027,1158,1424,619,2472,485,870,9995
3,90,909,1974,1141,1362,603,2382,454,840,9665
4,1,963,2185,1256,1582,672,2722,502,936,10818
4,2,980,2248,1265,1609,645,2722,508,964,10941
4,3,947,2177,1244,1563,657,2725,498,917,10728
4,4,925,2121,1228,1473,621,2618,465,875,10326
4,5,950,2145,1247,1554,658,2845,508,905,10812
4,6,1022,2285,1335,1703,713,3011,539,995,11603
4,7,1017,2151,1267,1595,675,2759,520,944,10928
4,8,981,2112,1243,1564,661,2705,510,933,10709
4,9,935,2033,1173,1514,645,2594,491,895,10280
4,10,924,2002,1147,1454,617,2506,474,876,10000
4,11,915,1941,1106,1374,596,2453,467,842,9694
4,12,927,1973,1124,1399,608,2518,489,874,9912
4,13,1012,2043,1176,1515,644,2692,498,895,10475
4,14,979,2044,1165,1530,638,2600,497,913,10366
4,15,955,2009,1141,1506,638,2623,508,893,10273
4,16,966,2057,1202,1561,660,2704,515,922,10587
4,17,935,2014,1185,1462,638,2558,481,877,10150
4,18,871,1864,1061,1308,582,2317,440,790,9233
4,19,879,1870,1070,1320,593,2385,456,821,9394
4,20,878,1953,1092,1417,617,2494,468,857,9776
4,21,907,1889,1102,1413,611,2417,488,866,9693
4,22,893,1907,1104,1426,616,2472,477,862,9757
4,23,882,1918,1093,1415,615,2453,477,860,9713
4,24,910,1927,1140,1420,620,2472,463,837,9789
4,25,926,1887,1063,1346,585,2349,463,821,9440
4,26,919,1940,1114,1397,606,2460,471,846,9753
4,27,918,1968,1120,1471,629,2506,488,883,9983
4,28,938,1931,1111,1455,620,2501,494,861,9911
4,29,951,1960,1150,1488,637,2540,486,892,10104
4,30,917,1914,1094,1429,616,2449,455,848,9722
4,31,968,2114,1235,1537,659,2720,510,942,10685
4,32,948,2078,1195,1485,644,2673,493,908,10424
4,33,946,2071,1155,1453,626,2554,485,892,10182
4,34,973,2065,1190,1488,636,2695,496,905,10448
4,35,971,2113,1224,1598,665,2780,522,937,10810
4,36,959,2011,1163,1521,634,2583,504,906,10281
4,37,977,1984,1159,1465,637,2488,491,878,10079
4,38,1036,1998,1130,1466,624,2461,506,869,10090
4,39,984,1986,1149,1440,625,2511,491,863,10049
4,40,971,1970,1133,1395,605,2488,468,832,9862
4,41,966,1938,1108,1374,598,2412,475,844,9715
4,42,994,2069,1209,1548,655,2655,515,922,10567
4,43,995,2132,1245,1553,658,2616,511,936,10646
4,44,976,2068,1225,1520,659,2644,505,896,10493
4,45,1021,2080,1237,1525,659,2585,513,906,10526
4,46,986,2056,1237,1494,656,2641,481,877,10428
4,47,952,1987,1157,1377,614,2495,451,830,9863
4,48,994,1906,1111,1338,599,2396,460,814,9618
4,49,1026,1917,1112,1420,619,2478,484,849,9905
4,50,930,1959,1109,1439,610,2438,479,843,9807
4,51,1011,1941,1110,1456,621,2527,484,856,10006
4,52,966,1956,1143,1464,623,2461,504,884,10001
4,53,947,1920,1104,1399,604,2446,466,849,9735
4,54,940,1901,1060,1363,587,2372,459,810,9492
4,55,987,1915,1088,1388,598,2441,468,844,9729
4,56,990,1995,1160,1509,641,2615,498,892,10300
4,57,985,1945,1108,1438,617,2479,488,867,9927
4,58,993,1973,1126,1466,627,2531,489,896,10101
4,59,1080,1981,1151,1490,632,2585,493,932,10344
4,60,955,1921,1100,1393,604,2453,461,869,9756
4,61,869,1953,1094,1386,607,2405,466,822,9602
4,62,870,1958,1082,1361,605,2388,494,790,9548
4,63,913,1993,1107,1409,599,2458,493,865,9837
4,64,908,2048,1136,1515,635,2599,506,908,10255
4,65,950,2167,1226,1627,671,2766,528,955,10890
4,66,948,2196,1271,1645,692,2824,524,959,11059
4,67,937,2118,1218,1574,665,2793,520,936,10761
4,68,954,2023,1129,1438,623,2536,496,863,10062
4,69,949,2090,1171,1477,641,2716,500,892,10436
4,70,947,2089,1196,1460,637,2597,492,903,10321
4,71,933,2039,1174,1499,643,2577,497,901,10263
4,72,935,2028,1135,1470,627,2509,485,889,10078
4,73,904,1971,1110,1439,618,2440,489,867,9838
4,74,904,1939,1096,1400,605,2343,481,849,9617
4,75,873,1907,1060,1320,585,2302,451,810,9308
4,76,864,1844,1034,1250,562,2245,446,781,9026
4,77,899,1881,1060,1291,572,2280,462,843,9288
4,78,898,1933,1115,1408,609,2422,490,880,9755
4,79,897,1942,1115,1403,604,2373,476,882,9692
4,80,885,1937,1109,1419,601,2384,480,861,9676
4,81,879,1934,1102,1399,598,2366,477,859,9614
4,82,899,1970,1158,1391,606,2389,457,846,9716
4,83,871,1957,1095,1375,595,2456,457,825,9631
4,84,903,1975,1101,1416,599,2464,472,872,9802
4,85,913,1997,1149,1478,623,2515,475,888,10038
4,86,924,1977,1121,1459,616,2481,506,897,9981
4,87,928,1962,1142,1467,630,2523,484,876,10012
4,88,911,1961,1114,1438,615,2427,497,875,9838
4,89,940,2006,1147,1410,612,2435,483,864,9897
4,90,904,1952,1130,1351,595,2351,450,834,9567
5,1,1008,2235,1293,1620,686,2780,520,976,11118
5,2,1023,2289,1297,1650,663,2789,528,1000,11239
5,3,963,2184,1249,1568,659,2752,501,929,10805
5,4,927,2102,1215,1473,634,2581,458,872,10262
5,5,993,2199,1271,1606,676,2931,525,948,11149
5,6,1047,2330,1370,1743,730,3092,554,1033,11899
5,7,1057,2194,1302,1639,690,2818,535,979,11214
5,8,1022,2156,1283,1614,677,2787,525,973,11037
5,9,974,2065,1200,1543,654,2612,505,927,10480
5,10,940,2001,1156,1471,622,2536,482,890,10098
5,11,929,1946,1111,1375,595,2463,477,851,9747
5,12,976,2026,1156,1449,624,2605,506,919,10261
5,13,1050,2101,1215,1540,652,2756,511,937,10762
5,14,1019,2069,1185,1558,639,2656,508,945,10579
5,15,1003,2039,1178,1545,646,2683,525,928,10547
5,16,1004,2095,1239,1602,669,2788,530,962,10889
5,17,951,2025,1195,1469,641,2574,492,891,10238
5,18,883,1854,1057,1303,580,2312,445,793,9227
5,19,916,1896,1092,1348,601,2451,471,866,9641
5,20,905,1964,1117,1433,625,2527,476,891,9938
5,21,946,1919,1133,1443,622,2474,505,910,9952
5,22,933,1942,1125,1455,626,2521,495,894,9991
5,23,907,1933,1112,1432,622,2466,490,891,9853
5,24,920,1934,1133,1422,623,2457,475,856,9820
5,25,935,1892,1071,1351,586,2348,469,839,9491
5,26,958,1986,1145,1440,619,2539,487,889,10063
5,27,952,1995,1151,1500,639,2572,503,912,10224
5,28,966,1971,1143,1493,630,2554,510,893,10160
5,29,991,1997,1186,1525,651,2606,501,925,10382
5,30,953,1940,1122,1450,621,2485,472,874,9917
5,31,1012,2157,1274,1569,672,2785,522,979,10970
5,32,966,2086,1204,1497,650,2698,500,925,10526
5,33,959,2046,1138,1453,619,2532,486,883,10116
5,34,1022,2111,1217,1529,654,2762,510,941,10746
5,35,1013,2153,1262,1628,682,2850,534,975,11097
5,36,999,2048,1197,1557,652,2654,521,942,10570
5,37,1017,2021,1188,1494,654,2553,506,916,10349
5,38,1075,2017,1165,1496,637,2516,516,908,10330
5,39,1000,1987,1155,1452,631,2529,498,879,10131
5,40,982,1968,1139,1405,608,2502,472,844,9920
5,41,1021,1990,1149,1425,619,2487,494,884,10069
5,42,1025,2122,1249,1594,674,2740,534,964,10902
5,43,1022,2178,1281,1591,678,2692,527,977,10946
5,44,1023,2104,1259,1549,678,2710,519,935,10777
5,45,1074,2126,1272,1568,675,2667,525,950,10857
5,46,996,2072,1242,1502,660,2675,487,894,10528
5,47,968,1991,1165,1386,615,2510,458,841,9934
5,48,1023,1936,1138,1373,615,2458,477,853,9873
5,49,1066,1955,1146,1456,633,2527,501,890,10174
5,50,971,1990,1130,1465,623,2491,494,873,10037
5,51,1048,1962,1129,1475,633,2558,498,889,10192
5,52,1000,1995,1173,1498,640,2520,516,921,10263
5,53,958,1928,1105,1408,608,2452,470,862,9791
5,54,944,1900,1058,1360,586,2361,461,820,9490
5,55,1021,1969,1123,1434,615,2521,488,883,10054
5,56,1031,2040,1193,1537,657,2676,512,930,10576
5,57,1029,1972,1134,1469,632,2537,502,894,10169
5,58,1029,2013,1151,1490,622,2591,499,939,10334
5,59,1113,2017,1180,1525,648,2656,504,968,10611
5,60,964,1920,1106,1400,607,2461,466,882,9806
5,61,879,1953,1101,1394,614,2419,471,834,9665
5,62,863,1936,1074,1352,592,2363,448,834,9462
5,63,951,2043,1143,1451,616,2544,508,911,10167
5,64,947,2084,1172,1551,648,2640,522,945,10509
5,65,980,2209,1268,1666,686,2829,546,995,11179
5,66,987,2246,1301,1681,709,2887,537,997,11345
5,67,972,2159,1256,1618,685,2867,528,971,11056
5,68,960,2023,1133,1442,621,2534,501,873,10087
5,69,951,2092,1175,1478,642,2721,503,903,10465
5,70,992,2150,1243,1522,656,2696,509,948,10716
5,71,979,2090,1208,1546,660,2667,519,946,10615
5,72,974,2069,1178,1511,644,2581,503,934,10394
5,73,946,2011,1138,1473,630,2490,505,895,10088
5,74,930,1966,1123,1422,615,2375,496,885,9812
5,75,886,1909,1062,1324,586,2308,459,816,9350
5,76,872,1834,1030,1248,561,2241,450,783,9019
5,77,928,1910,1095,1326,589,2369,481,884,9582
5,78,937,1969,1142,1441,623,2476,506,915,10009
5,79,931,1979,1142,1437,619,2427,491,917,9943
5,80,929,1969,1135,1445,613,2433,494,894,9912
5,81,911,1969,1133,1425,612,2422,489,896,9857
5,82,910,1981,1168,1399,610,2402,463,859,9792
5,83,886,1946,1101,1369,594,2453,460,830,9639
5,84,946,2017,1135,1465,617,2544,492,907,10123
5,85,959,2035,1180,1521,644,2581,492,925,10337
5,86,965,2011,1158,1515,629,2554,524,937,10293
5,87,970,1993,1178,1504,647,2595,504,912,10303
5,88,968,2000,1146,1466,631,2482,513,910,10116
5,89,945,2008,1156,1421,616,2462,491,878,9977
5,90,913,1955,1135,1360,595,2362,459,843,9622
6,1,1129,2406,1422,1781,751,3086,575,1092,12242
6,2,1152,2463,1420,1803,725,3083,582,1109,12337
6,3,1004,2235,1288,1613,679,2845,522,964,11150
6,4,952,2113,1230,1476,637,2608,482,883,10381
6,5,1115,2388,1404,1777,740,3227,583,1076,12310
6,6,1167,2506,1494,1907,792,3353,607,1154,12980
6,7,1184,2367,1438,1803,760,3076,589,1103,12320
6,8,1160,2332,1420,1814,746,3087,581,1097,12237
6,9,1097,2206,1303,1666,708,2788,554,1038,11360
6,10,974,2071,1202,1536,647,2626,507,930,10493
6,11,959,1978,1138,1410,611,2530,494,878,9998
6,12,1109,2199,1299,1629,688,2899,561,1052,11436
6,13,1145,2261,1348,1711,712,3023,566,1061,11827
6,14,1135,2221,1303,1712,710,2926,563,1070,11640
6,15,1130,2202,1310,1709,699,2965,579,1051,11645
6,16,1126,2269,1367,1765,724,3085,586,1084,12006
6,17,995,2078,1242,1524,662,2672,508,940,10621
6,18,906,1881,1079,1323,591,2320,459,814,9373
6,19,1011,2017,1182,1464,665,2706,527,986,10558
6,20,1001,2092,1216,1551,679,2700,524,995,10758
6,21,1043,2049,1246,1570,680,2713,554,1029,10884
6,22,1039,2086,1236,1582,685,2742,541,1014,10925
6,23,1002,2059,1212,1555,677,2708,536,999,10748
6,24,963,1986,1177,1470,643,2547,496,899,10181
6,25,956,1914,1097,1374,594,2417,480,863,9695
6,26,1082,2158,1283,1604,682,2831,547,999,11186
6,27,1078,2162,1275,1655,697,2827,554,1014,11262
6,28,1073,2137,1279,1646,698,2833,566,998,11230
6,29,1093,2146,1301,1673,704,2877,561,1017,11372
6,30,1055,2081,1231,1583,669,2736,520,947,10822
6,31,1136,2314,1389,1731,733,3056,577,1097,12033
6,32,995,2142,1258,1542,673,2804,525,966,10905
6,33,977,2055,1151,1446,624,2560,492,895,10200
6,34,1135,2286,1344,1684,721,3051,564,1056,11841
6,35,1136,2340,1396,1792,738,3138,589,1095,12224
6,36,1114,2233,1331,1715,711,2950,573,1061,11688
6,37,1123,2187,1321,1649,712,2837,561,1038,11428
6,38,1200,2164,1276,1630,695,2776,572,1023,11336
6,39,1027,2047,1204,1506,651,2639,518,923,10515
6,40,1010,2010,1170,1441,622,2570,494,871,10188
6,41,1144,2181,1289,1594,687,2787,557,1019,11258
6,42,1140,2303,1388,1757,746,3048,589,1090,12061
6,43,1143,2364,1416,1764,750,3001,583,1098,12119
6,44,1146,2289,1393,1717,745,3007,576,1066,11939
6,45,1198,2300,1403,1731,733,2968,582,1070,11985
6,46,1049,2139,1292,1563,678,2791,512,940,10964
6,47,1019,2026,1196,1428,633,2580,475,874,10231
6,48,1115,2056,1218,1489,662,2721,528,970,10759
6,49,1167,2107,1255,1593,688,2774,538,1010,11132
6,50,1068,2127,1227,1590,673,2727,538,986,10936
6,51,1149,2094,1235,1596,680,2746,546,997,11043
6,52,1098,2138,1280,1619,686,2761,561,1036,11179
6,53,995,1980,1149,1450,632,2535,493,903,10137
6,54,964,1925,1080,1380,589,2409,484,844,9675
6,55,1143,2137,1260,1586,674,2821,543,986,11150
6,56,1157,2194,1319,1692,715,2952,567,1028,11624
6,57,1137,2121,1254,1612,694,2825,552,993,11188
6,58,1161,2174,1280,1652,698,2876,555,1025,11421
6,59,1232,2158,1298,1668,700,2932,557,1060,11605
